|speaker|prev_text|prev_speaker|next_text|next_speaker|en_text|pl_text|dialog_prototype
1210|Geralt|There you are.|Radovid|||Need something from me, Your Majesty?|Czego ode mnie oczekujesz, królu?|Potrzebujesz czegoś ode mnie, Wasza Wysokość?
1211|Skellige Druid 02|||I'm no trout that must get to its spawning ground - I shall do what I please. Now leave me be!|Gremista|You're not growing any younger, Gremist. You must pass your knowledge on.|Gremista, nie robisz się młodszy. Musisz podzielić się wiedzą.|Nie jestem pstrągiem, który musi dotrzeć do swoich miejsc tarłowych - zrobię co zechcę. Teraz zostaw mnie w spokoju!
1212|Vesemir|Stuffed unicorn. Used it once or twice. In certain… situations.|Geralt|||Hm! The things young folk get up to these days…|Hm, hm. Czego ta młodzież nie wymyśli.|Hm! Te rzeczy, które młodzież teraz wyrabia...
1213|Sacha|||Figured as much.|Geralt|Before you ask - it wasn't me.|To nie ja, nawet nie pytaj.|Przed tym jak zapytasz - to nie byłam ja.
1214|Geralt|Why do you follow them?|Nilfgaardian Officer 01|Clever little bastards to steal from a witcher…|Nilfgaardian Officer 01|They stole from me.|Coś mi ukradły.|Oni mnie okradli.
1215|Witch Hunter 01|Good work. Saved me some time.|Geralt|||We're thrilled.|Radzi jesteśmy.|Jesteśmy zachwyceni.
1216|Geralt|This'll be interesting…|Geralt|Yes. I shall go for a walk. I must unwind.|Cirilla|If you wanna be alone for a while, to digest, process…|Jeśli chcesz pobyć chwilę sama, przetrawić to...|Jeżeli chcesz być sama przez jakiś czas, żeby przemyśleć, przetrawić...
1217|Graden|This risk you mentioned - take it we only get one shot at choosing the right doll?|Geralt|All right. Let's take a look at these dolls.|Geralt|I'll not chance it. I did not know Anna… You've learned much of her. Should find it easier to choose.|Ja się tego nie podejmę. Nie znam Anny... Ty dowiedziałeś się o niej więcej, łatwiej ci będzie podjąć decyzję.|Nie będę ryzykował. Nie znałem Anny... Dowiedziałeś się o niej wiele. Powinno być łatwiej dokonać wyboru.
1218|Baron Bandit Strong 03|Seems to me we oughta be able to come to some sort of agreement.|Geralt|Open the gate!|Baron Bandit Strong 03|"Hm, all right, in you go. But cause any trouble and we'll gut you faster than you can say ""Nilfgaardian vendetta."""|Dobra, wchodź. Ale jak będziesz sprawiał problemy, wypatroszymy cię nim zdążysz powiedzieć „Nilfgaardczykowianeczka”.|"Hm, no dobrze, twoja kolej. Ale jeśli spowodujesz jakiekolwiek problemy, wykończymy cię szybciej niż zdążysz powiedzieć ""nilfgaardzka zemsta""."
1219|Skellige Guard 01|||The blood spilt in this arena bears witness to the clan's strength!|Skellige Guard 01|Fightin's is our sacred tradition!|Walka jest naszą uświęconą tradycją!|Walka jest naszą świętą tradycją!
1220|Jonas|"Beh, they carried 'im out on their shoulders! Yellin' all the while, ""We'll win back the forge! String that giant up by his gizzards!"""|Jonas|||Shoulda seen it, witcher. Brought tears to my eyes…|Trzeba było to widzieć, wiedźminie, serce rosło...|Powinieneś był to widzieć, czarodzieju. Przyniosło mi to łzy do oczu…
1221|Verden Woman 02|Whoa, now. If the Ladies got vittles aplenty, why don't they feed us more often?|Verden Peasant 05|||Don't ye dare speak ill of our givers!|Nie gadaj źle o dobrodziejkach!|Nie waż się mówić źle o naszych dobroczyńcach!
1222|Novigrad Beggar 03|||You lame?|Geralt|Alms for the poor?|Znajdzie się datek dla ubogiego?|Jałmużna dla biednych?
1223|Dwarf Man 03|Teets like full bellows, beggin' to be squeezed.|Dwarf Man 01|||Ach, Fabian, it's unhealthy, this yen for wenches. It'll be your bane, I tell ye.|Ech, Fabian. To oglądanie się za dupami przywiedzie cię do zguby.|Ach, Fabian, to niezdrowe, ta żądza dziewczyn. To cię zgubi, mówię ci.
1224|Yennefer|Feel any better?|Geralt|Don't need to play tough for me. That was a hard fight. Maybe not as hard as the last time we tamed a djinn, but still…|Geralt|I told you, I'm fine.|Mówiłam ci, że nic mi nie jest.|Powiedziałam ci, że nic mi nie jest.
1225|Troll_1|Hurty?|Troll_1|Aaaah!|Troll_1|Troll no thwacky-thwack wanna.|Nie lubię agresja.|Troll nie chce być uderzany-uderzany chce.
1226|Novigrad Thug Weak 15|Your time to die.|Novigrad Thug Weak 15|Sheathe the sword, mate.|Novigrad Thug Weak 15|Your mother was a hamster and your father smelt of elderberries!|Twoja matka była chomikiem, a twój ojciec śmierdział skisłymi jagodami!|Twoja matka była chomikiem, a twój ojciec śmierdział czerwoną porzeczką.
1227|Novigrad Thug Strong 01|Watch it. And leave the woman alone.|Geralt|But I'm not your property!|Novigrad Citizen Woman 01|What the-?! She's my betrothed!|To moja narzeczona!|Co?! Ona jest moją narzeczoną!
1228|Keira Metz|Treats?|Geralt|I'll have to see that to believe it.|Geralt|Of course, they didn't read you bedtime stories at Kaer Morhen. All normal folk know that witches live in gingerbread houses poised atop chicken legs.|Ha! No tak, w Kaer Morhen nie czytają dzieciom bajek do snu. Wszyscy normalni ludzie wiedzą, że wiedźmy mieszkają w chatce z piernika, która stoi na kurzej nóżce.|Oczywiście, nie czytali ci bajek na dobranoc w Kaer Morhen. Wszyscy normalni ludzie wiedzą, że czarownice mieszkają w domkach z piernika osadzonych na kurzych nóżkach.
1229|Triss|I hope you don't regret it… that things have gone differently…|Geralt|Haha, not surprised. I'm pretty lovely this time of year, too.|Geralt|Well, they say Kovir's lovely this time of year… But I prefer you.|Cóż, Kovir jest ponoć piękny o tej porze roku... Ale jednak wolę ciebie.|No cóż, mówią, że Kovir jest teraz uroczy... Ale wolę ciebie.
1230|Cirilla Young|The best I could do. Besides, what do you have against Dandelion?|Cirilla|Don't go! Don't leave meeee!|Cirilla Young|Geraaalt!|Geraaalt!|Geralt!
1231|Novigrad Beggar 01|I bloody well told him not to stick his arse where it don't belong…|Novigrad Beggar 01|Eh…|Novigrad Beggar 02|Mug like that won't get you a copper. Gots to be elegant, like me.|Z taką gębą to ty na ulicy nie zarobisz. Trza być elegancki, jak ja.|Taki obszarpus nie zarobi nawet miedziaka. Trzeba być eleganckim, tak jak ja.
1232|Geralt|So. Have you any proof?|Radovid|How curious. They claimed to have found it themselves. And to have saved your life when you became trapped.|Radovid|Crystal from her megascope. I gave it to your men.|Kryształ z jej megaskopu. Oddałem go twoim ludziom.|Kryształ z jej teleskopu. Oddałem go twoim ludziom.
1233|Geralt|||||Trail breaks off. Need to find another clue nearby, something else to follow.|Trop się urwał. Trzeba poszukać innych śladów w pobliżu.|Ścieżka się urywa. Musimy znaleźć inny ślad w pobliżu, coś czego możemy się trzymać.
1234|Geralt|Ugh. Then speak.|Skellige Priestess 01|Only that she seemed tired. Very tired. And… and her hair was wet.|Skellige Old Woman 02|Remember anything else? Anything at all?|Zapamiętałaś coś więcej? Cokolwiek?|Pamiętasz coś jeszcze? Cokolwiek?
1235|Novigrad Thug Strong 12|Daaaaaa!|Novigrad Thug Strong 12|Hey!|Novigrad Thug Strong 12|You!|Te!|Ty!
1236|Geralt|||||Deep, uneven tracks. Someone fled blindly, in a panic.|Ślady są głębokie, nierówne. Ktoś uciekał w panice, na oślep.|Głębokie, nierówne ślady. Ktoś uciekał w panice.
1237|Geralt|Last we met, Geralt thrashed me silly and crushed my ankle. I really wonder what he's got in store this time.|Dijkstra|What the fuck's he on about? Ploughin' fortuneteller.|Karl Varese|Got intruders. Someone just snuck inside the bathhouse. Several men…|Ktoś wszedł do łaźni. Skradają się... Jest ich kilku...|Mam intruzów. Ktoś właśnie zakradł się do łaźni. Kilku mężczyzn…
1238|Emhyr|I was, aye… D-do you really do it?|Temerian Peasant 02|Dance on your enemies' graves?|Temerian Peasant 02|Do what?|Co takiego?|Do czego?
1239|Lambert|Spilled some wine… and crawled through it.|Geralt|If I'd a' bent over, I'd 'ave puked…|Geralt|Had to kneel down to see that?|Musiałeś klękać, żeby to zobaczyć?|Musiałeś uklęknąć, żeby to zobaczyć?
1240|Novigrad Poor Man 03|All right, let's open it.|Geralt|Vampire. Probably regenerates here.|Geralt|Bloede glewynn!|Bloede glewynn!|Krew wilka!
1241|Geralt|My rate rises with every word you speak. I'm not sure you can afford the information anymore.|Keira Metz|Nature stinks.|Keira Metz|Hm, you're pricklier than I remembered. Isn't living in nature's lap supposed to be cleansing, calming…?|Jesteś jeszcze bardziej kłótliwa, niż cię zapamiętałem. A przecież kontakt z naturą powinien cię wyciszyć, uspokoić...|Hm, jesteś bardziej cierpka niż pamiętałem. Czyżby życie na łonie natury nie miało być oczyszczające i uspokajające?
1242|Philippa Eilhart|||||Found it!|Jest!|Znalazłam to!
1243|Geralt|Yeah. Improvise.|Letho|You got involved when you came here. We'll get rid of them quicker together.|Letho|This is between you and them. Not my problem, rather not get involved.|To nie moja sprawa. Nie mam zamiaru mieszać się w wasze porachunki.|To jest między tobą a nimi. Nie mój problem, raczej nie chcę się w to mieszać.
1244|Skellige Old Woman 03|Agh, shame about Gretter. He was a good man.|Skellige Villager 04|As for that whoreson, Yorg - chainin' 'im to the rocks… that was too light a punishment. Shoulda lashed his skin off.|Skellige Villager 04|Aye, and he didn't drink much.|Ta, i mało pił.|Ach, szkoda Grettera. To był dobry człowiek.
1245|Roche|Thank you for agreeing to do this, Geralt.|Roche|Nice to chat and all, Geralt, but don't you have a job to do?|Dijkstra|The sooner you finish, the better.|Im szybciej się z tym uwiniesz, tym lepiej.|Im szybciej skończysz, tym lepiej.
1246|Geralt|In Nilfgaard, any soldier who is taken prisoner is as if dead.|Nilfgaardian Officer 01|Soon to be an imperial province. Before Saovine, I wager, the Great Sun will fly upon banners above Redania's capital.|Nilfgaardian Officer 01|Those prisoners were from Redania.|Ci jeńcy pochodzili z Redanii.|Ci jeńcy byli z Redanii.
1247|Keira Metz|And I don't like surprises. Especially ones that sorceresses spring on me.|Geralt|You were gonna show me something…|Geralt|I daresay this one, once sprung, would thrill you… Ah well, change your mind - come and see me.|Ta akurat by ci się spodobała... No nic, wróć, jak zmienisz zdanie.|Może byś zmienił zdanie - przyjdź do mnie zobaczyć.
1248|Geralt|Besides, now we've got the sword, we'll soon see if that's what it's about.|Cerys|Let's go see Udalryk. Be interesting to see if there actually is a ghost in all this.|Geralt|Hmm, no harm in trying, I suppose.|Hmm, warto spróbować.|Nie zaszkodzi spróbować, przypuszczam.
1249|Skellige Warrior 02|I'll watch ye die with pleasure…|Skellige Warrior 02|Aaaaah!|Skellige Warrior 02|Back off! I'll kill 'im!|Wara! Ja go zabije!|Cofnij się! Zabiję go!
1250|Geralt|Hm, never heard of that.|Novigrad Poor Woman 01|Hello, there! Welcome!|Novigrad Poor Woman 01|What'd the cook make today?|Co kucharz przygotował na dzisiaj?|Co dzisiaj ugotował kucharz?
1251|Novigrad Rich Man 20|You should not have come to the city. You'd be better off staying in the trees…|Novigrad Rich Man 20|Begone, or I'll inform the hunters you're a nonhuman.|Novigrad Rich Man 20|Don't stare, or I'll flog some manners into you.|Nie gap się, bo batem manier nauczę.|Nie gap się, bo nauczę cię dobrych manier.
1252|Geralt|A cavalcade of wraiths dashing across the night sky? These omens of war the peasantry babbles about? Expect me to believe that?|Voorhis|"Moving on. You then found shelter in charming Flotsam, and from there made your way to Vergen. My question is - ""how?"""|Voorhis|Frankly, I don't really give a damn.|Szczerze mówiąc... Mam to gdzieś.|Szczerze mówiąc, nie obchodzi mnie to za bardzo.
1253|Dijkstra|How much was it all worth? Got an approximate idea?|Geralt|Know you too well for that… Just prefer to know what I'm looking for.|Geralt|Why the fuck do you care? Figuring your finder's fee? Don't get your hopes up.|A co? Chcesz wyliczyć, jakie dostaniesz znaleźne? Nie rób sobie nadziei.|Dlaczego cię to obchodzi? Obliczasz swoją nagrodę za znalezienie? Nie rób sobie nadziei.
1254|Skellige Fisherman 06|Oy oy!|Skellige Fisherman 06|Nooooo!|Skellige Fisherman 06|You tryin' to hurt yourself?|Chcesz sobie zrobić krzywdę?|Czy próbujesz zrobić sobie krzywdę?
1255|Novigrad Thug Strong 01|I beg to differ. Many a man's started out wanting to kill me, and ended up buying me a round.|Dandelion|Watch it. And leave the woman alone.|Geralt|Whoa! What the devil's this? Get outta my 'ouse!|Co to, u diabła, ma być? Wynoście się z mojego domu!|Co do cholery?! Wynocha z mojego domu!
1256|Geralt|So? Gonna talk?|Geralt|But… But I helped you… I help--|Redanian Noble 01|As good as lit the pyres with Menge in the square. He deserves to die.|Razem z Mengem ustawiał stosy na rynku. Za to należy się śmierć.|Jak dobrze spalić stosy z Menge'em na placu. Zasługuje na śmierć.
1257|Zoltan Chivay|In the Pontar?|Dwarf Man 01|Ca-- Can't listen to this hogwash sober. Come in.|Dwarf Man 01|You betcha!|A tak!|You betcha!
1258|Morkvarg Warewolf|||||Hrr frrree meee… hrrr I will go hrrrr…|Odczarrruj mnie... To odejdę...|Hrr frrree meee… hrrr Pójdę hrrrr…
1259|Geralt|Seems so long ago… Probably because so much has changed.|Triss|Partly. Though… more as a warning.|Triss|So, sentimental value… that why you kept it?|Czyli zatrzymałaś ją z sentymentu?|Cóż, wartość sentymentalna... dlaczego je zatrzymałaś?
1260|Verden Peasant 03|Anyone learns you carried plague victims in it, no one'll ever hire you again.|Geralt|… and you'll spread the pox for miles around.|Geralt|Why would they need to learn? I won't tell if you don't…|A muszą się od razu dowiadywać? Jeśli wy nikomu nie powiecie, ja sam też nie powiem...|Dlaczego mieliby się dowiedzieć? Nie powiem, jeśli ty...
1261|Verden Scavenger 03|Gathered and gathered and then let loose.|Verden Scavenger 03|Mhm.|Verden Scavenger 03|Well? Whaddaya want?|No co? Czego tu szukasz?|Co? Czego chcesz?
1262|Skellige Guard 01|Keep together!|Skellige Guard 01|Spellcraft!|Skellige Guard 01|Don't spread out!|Nie rozdzielać się!|Nie rozchodzić się!
1263|Whistling Wendy|Grab 'im!|Whistling Wendy|Calm down, I'm not gonna hurt you. What're you doing here?|Geralt|Think you'll gut me too, eh? Up your arse, deviant! Whores can fight back! Argh!|Myślisz, że i mnie oprawisz? Takiego, zboczeńcu! Dziwki potrafią się bić! O!|Myślisz, że też mnie dźgniesz? Wsadź sobie to gówno w dupę, zboczeńcu! Dziwki potrafią się bronić! Aaaaah!
1264|Geralt|||Hmm… why not.|Scoiatael Man 02|Care for a rematch?|Zagramy partię rewanżową?|Czy chciałbyś rewanżu?
1265|Scoiatael Elf Man 31|I'll kill you for that.|Scoiatael Elf Man 31|Shove off!|Scoiatael Elf Man 31|Hey!|Ej!|Hej!
1266|Verden Boy 02|Brewin' cider with dev'lish glee.|Verden Boy 02|"Then come morn howls, ""Me devil head hurts!"""|Verden Boy 02|Drinks it down in greedy slurps,|Co u-pę-dzi, to wy-pi-je,|Pije je duszkiem w chciwych haustach.
1267|Nathanel|"Found a message on Patricia's body. Led me here, to Crippled Kate's, to ""Sweet Nettie."" If you didn't leave it, who did?"|Geralt|Who knew you'd be here?|Geralt|I don't know… But I see we must talk. Calmly.|Nie wiem... Ale widzę, że jednak powinniśmy porozmawiać. Na spokojnie.|Nie wiem... Ale widzę, że musimy porozmawiać. Spokojnie.
1268|Skellige Hunter 03|Greetings.|Skellige Hunter 03|Yeah?|Skellige Hunter 03|Sturdy weapon.|Solidna broń.|Silna broń.
1269|Geralt|Welcome to the Passiflora.|Novigrad Prostitute 02|Welcome back to our humble boudoir. How can we help?|Novigrad Prostitute 02|Take care.|Bywaj.|Uważaj.
