speaker|prev_text|prev_speaker|next_text|next_speaker|en_text|pl_text|default|dialog|dialog2|dialog3|dialog4
Baron Bandit Strong 02|They made an exception for me.|Cirilla|Not entirely. The mutations - I was never subjected to them. But everything else I know, I learned from the witchers there.|Cirilla|Right. Mean to say you're a she-witcher?|Ta. Chcesz powiedzieć, że jesteś wiedźminką?|Dobrze. To znaczy, że jesteś wiedźmą?|No tak. To znaczy, że jesteś czarownicą-wiedźminem?|"Tłumaczenie tej części dialogu:

""Dobrze. To znaczy, że jesteś czarownicą?""

Warto zauważyć, że w oryginalnym tekście użyto słowa ""she-witcher"", które można przetłumaczyć jako ""czarownica"" lub ""wiedźma"". W kontekście serii ""Wiedźmin"" Andrzeja Sapkowskiego, termin ten odnosi się do kobiet posiadających magiczne zdolności, ale niekoniecznie będących profesjonalnymi czarodziejkami czy wiedźmami. W tym dialogu Cirilla sugeruje, że ma pewne umiejętności i wiedzę wyniesioną od innych postaci związanych z magią, ale nie jest jasno określona jako czarownica czy wiedźma."|"- Tak? Czyli jesteś czarownicą-wiedźminem?
- Nie do końca. Mutacje - nigdy ich nie przechodziłam. Ale wszystko inne, co wiem, nauczyłam się od wiedźminów stamtąd."|Prawda. Chcieli powiedzieć, że jesteś czarownicą?
Scoiatael Dwarf 39|Oh, a witcher.|Scoiatael Dwarf 39|A d'yaebl aep arse…|Scoiatael Man 01|Call the cavalry!|Wezwać posiłki!|Wezwij kawalerię!|Wezwij kawalerię!|Wezwij kawalerię!|Wezwij kawalerię!|Wezwij kawalerię!
Skellige Old Woman 01|Ah!|Skellige Old Woman 01|Ain't no use dwellin' on it!|Skellige Old Woman 01|She's a great lady, now, 'cause her son sails with Holger, brings back riches.|Ona teraz wielka pani, bo jej syn z Holgerem pływa i bogate łupy przywozi.|Ona jest wspaniałą kobietą teraz, ponieważ jej syn pływa z Holgerem i przywozi bogactwa.|Ona jest teraz wspaniałą damą, ponieważ jej syn pływa z Holgerem i przywozi bogactwa.|Teraz jest wielką damą, ponieważ jej syn pływa z Holgerem i przywozi bogactwa.|Ona jest teraz wspaniałą damą, ponieważ jej syn pływa z Holgerem i przywozi bogactwa.|Ona to wielka dama teraz, bo jej syn pływa z Holgerem, przywozi bogactwa.
Novigrad Thug Strong 02|You work for the King of Beggars. As does Merigold. Where is she?|Witch Hunter 01|On your mum? Well, then we'll take her in for torture. Perhaps that'll refresh your memory.|Witch Hunter 02|Don't know. I swear on me mum!|Nie wiem. Klnę się na matkę!|Nie wiem. Przysięgam na moją mamę!|Nie wiem. Przysięgam na moją mamę!|"Tłumaczenie drugiej wypowiedzi na język polski:

""Nie wiem. Przysięgam na moją mamę!"""|Nie wiem. Przysięgam na moją mamę!|Nie wiem. Przysięgam na moją mamę!
Skellige Merchant 02|Careful!|Skellige Merchant 02|I'm bein' attacked! Help!|Skellige Merchant 02|Hey…|Ejże...|Cześć...|Hej...|Hej…|Hej...|Uważaj!
Lambert|Dammit.|Lambert|How many more your mama spawn?|Lambert|Ugh!|Uch!|Ugh!|Uff!|'Ugh!' - westchnienie lub okrzyk wyrażający irytację, zmęczenie lub frustrację.|Ach! (wyrażenie irytacji lub frustracji)|Ile jeszcze twoja mama urodzi?
Nilfgaardian Officer 01|Ran into a woman, Nilfgaardian, who's looking for her son.|Geralt|Let's say a mother's tears moved me.|Geralt|I knew this one was stubborn. I did not know she would hire a witcher.|Wiedziałem, że jest uparta, ale nie miałem pojęcia, że wynajmie wiedźmina.|Wiedziałem, że ta będzie uparta. Nie wiedziałem, że zatrudni czarodziejkę.|Wiedziałem, że jest uparta. Nie spodziewałem się, że zatrudni czarownika.|Wiedziałem, że jest uparta. Nie spodziewałem się jednak, że zatrudni czarodzieja.|Wiedziałem, że ta jest uparta. Nie sądziłem jednak, że zatrudni czarodziejkę.|Wiedziałem, że ta jedna jest uparta. Nie sądziłem, że zatrudni czarodzieja.
Keira Metz|Scraps. The curse is somehow linked to the tower where Vserad, the lord of these lands, took refuge when Nilfgaard invaded.|Keira Metz|So, will you please help me lift this curse? You're so good at these things.|Keira Metz|Claims in the village are that peasants, desperate of hunger, sailed to Fyke Isle to beg for food. Met their end there, it was a massacre.|We wsi mówią, że zdesperowani chłopi popłynęli na Kłomnicę prosić o jedzenie i doszło tam do jakiejś rzezi.|Twierdzi się we wsi, że chłopi, zdesperowani głodem, popłynęli na Wyspę Fyke, aby błagać o jedzenie. Tam spotkała ich śmierć, doszło do masakry.|Według plotek we wsi chłopi, zdesperowani głodem, popłynęli na Wyspę Fyke, aby błagać o jedzenie. Spotkała ich tam śmierć, była to rzeź.|Twierdzenia we wsi mówią, że chłopi, zdesperowani głodem, popłynęli na Wyspę Fyke, aby błagać o jedzenie. Spotkała ich tam śmierć, była to rzeź.|Twierdzą, że chłopi, zdesperowani głodem, popłynęli na Wyspę Fyke, aby błagać o jedzenie. Spotkała ich tam śmierć, była to rzeź.|Twierdzą we wsi, że chłopi, zdesperowani głodem, popłynęli na Wyspę Fyke, aby błagać o jedzenie. Spotkała ich tam śmierć, była to rzeź.
Geralt|Now he wants to revive the Council and the Conclave. And I'm to head both.|Triss|It's the house that awaits us in Pont Vanis.|Triss|The vision was of a house, not a royal court…|Ale twoja wizja przedstawiała dom, a nie królewski dwór...|Wizja dotyczyła domu, nie królewskiego dworu...|Wizja była domu, nie dworu królewskiego…|"""Wizja dotyczyła domu, nie dworu królewskiego…"""|Wizja dotyczyła domu, nie dworu królewskiego...|"""Wizja dotyczyła domu, nie dworu królewskiego…"""
Geralt|No closer. Nothing here for you, vatt'ghern.|Scoiatael Man 01|Take one horse - that I'll allow.|Scoiatael Man 01|You'll give it to me… willingly.|Oddacie go po dobroci.|Oddasz mi je... dobrowolnie.|Dobrowolnie mi to dasz...|"""Dasz mi to... dobrowolnie."""|Dostaniesz go... dobrowolnie.|Dasz mi go... dobrowolnie.
Voorhis|Yeah, managed to get here. Truth be told, hard to miss an estate this grand.|Geralt|Forgive me.|Geralt|I had hoped to have a contest between gentlemen.|Miałem nadzieję na dżentelmeńską rywalizację.|Miałem nadzieję na rywalizację między dżentelmenami.|Miałem nadzieję na pojedynek między dżentelmenami.|Miałem nadzieję na pojedynek między dżentelmenami.|Miałem nadzieję na rywalizację między dżentelmenami.|Miałem nadzieję na pojedynek między dżentelmenami.
Scoiatael Dwarf 01|Fuckin' shit!|Scoiatael Dwarf 01|Don't kill me…|Scoiatael Dwarf 01|Wanna whiff of me axe?|Chcesz powąchać mojego topora?|Chcesz powąchać mój topór?|Chcesz powąchać moją siekierę?|Chcesz powąchać mój topór?|Chcesz powąchać mojej siekiery?|Chcesz powąchać mój topór?
Eskel|Fine. Lost a bit of blood, I suppose. Hangover was the worst part. She drank nothing but pickle juice for the next month.|Eskel|I'd drink from an old boot tonight.|Yennefer|Uh, Yen, we don't have glasses. You all right drinkin' from a mug?|Yen... Nie mamy kieliszków. Możesz pić z kubka?|Ech, Yen, nie mamy szklanek. Możesz pić z kubka?|Eh, Yen, nie mamy szklanek. Możesz pić z kubka?|'Uh, Yen, nie mamy szklanek. Będzie ci dobrze pić z kubka?'|- Ech, Yen, nie mamy szklanek. Wytrzymasz picie z kubka?|Dziś wypiłabym z samego buta.
Radovid|Let's go.|Geralt|You needed merely to ask.|Philippa Eilhart|Open up! I command you to open the door!|Otwierać! Rozkazuję otworzyć drzwi!!!|Otwórz! Rozkazuję ci otworzyć drzwi!|Otwórz! Rozkazuję ci otworzyć drzwi!|Otwórz! Rozkazuję ci otworzyć drzwi!|Otwórz! Rozkazuję ci otworzyć drzwi!|Otwórzcie! Rozkazuję wam otworzyć drzwi!
Geralt|Stop! Stop! Beast or man, 'tis my love, my betrothed!|Priscilla|Changing one's shape does not make one ghoulish.|Geralt|Sheathe your blades! Fear a doppler? 'Tis a thing most foolish.|Chować miecze! Bać się dopplera to głupota.|Schowajcie swoje ostrza! Boicie się dopplera? To bardzo głupia rzecz.|Schowajcie swoje miecze! Obawiać się dopplera? To bardzo niemądre.|Schowajcie swoje miecze! Bać się dopplera? To bardzo głupia rzecz.|Schowajcie swoje miecze! Bój się dopplera? To bardzo niemądre.|Schowaj swoje ostrza! Obawiasz się dopplera? To bardzo niemądre.
Geralt|Mischievous, stubborn, and selfish.|Witch Weavess|They are far away.|Witch Whispess|Where are they?|Gdzie się podziały?|Gdzie oni są?|Gdzie oni są?|'Gdzie oni są?'|Gdzie oni są?|Są daleko stąd.
Skellige Fisherman 01|See that knoll beyond the village? Weren't a thing there for centuries, till one day we awoke, and bam! There were a tower atop it!|Skellige Fisherman 01|Somethin's gotta be done - about the storm! With waves like that we can't fish nor sail out to raid.|Skellige Fisherman 01|Then all a-sudden lightnin' started poundin' down, as if the Naglfar itself were sailin' in. Hasn't stopped to this day.|No i od razu zaczęło prać piorunami, jakby sam Naglfar przypłynął. Do tej pory nie przestaje.|Wtedy nagle zaczęło błyskać się piorunami, jakby sam Naglfar wpływał właśnie w sztorm. Nie przestało do dziś.|Wtedy nagle zaczęło bić piorunami, jakby sam Naglfar wpływał do portu. Nie przestało do dziś.|Wtedy nagle zaczęło bić piorunami, jakby sam Naglfar wpływał do portu. Nie przestało do dziś.|Wtem nagle zaczęły uderzać pioruny, jakby sam Naglfar żeglował w pobliżu. Nie przestało do dziś.|Wtedy nagle zaczęło bić piorunami, jakby sam Naglfar wpływał do zatoki. Nie przestało do dziś.
Geralt|You've not changed at all.|Yennefer|People change. Men go bald… or grow beards…|Yennefer|Expect me to? What, coulda dyed my hair black. The Black Wolf… How's that sound?|Myślałaś, że ufarbuję włosy na czarno? Czarny Wilk... Niezłe, co?|Spodziewam się, że... Co, mogłabym ufarbować włosy na czarno. Czarny Wilk... Jak to brzmi?|Spodziewasz się, że mógłbym zmienić kolor włosów na czarny? Czarny Wilk... Jak to brzmi?|"""Spodziewasz się tego? No co, mógłbym ufarbować włosy na czarno. Czarny Wilk... Jak to brzmi?"""|- Spodziewałeś się, że się zmienię? Co, mogłem ufarbować włosy na czarno. Czarny Wilk... Jak ci się to podoba?|Spodziewałaś się, że się zmienię? Co, miałem pofarbować włosy na czarno? Czarny Wilk... Jak to brzmi? Ludzie się zmieniają. Mężczyźni łysieją... albo zapuszczają brody...
Geralt|A hunter'd loose an arrow if he saw that in the woods.|Geralt|For teleprojection.|Yennefer|A basin of water…?|Woda w misce...|Basen wody...?|Miska wody…?|Miska wody…?|Miska wody...|Miska wody...?
Godling Johnny|Killed a few near your den.|Geralt|Remember that crazy old woman who looked after the kids?|Geralt|The Crones sent them. To punish me.|Wiedźmy je nasłały, za karę.|Wiedźmy ich wysłały. Żeby mnie ukarać.|Wiedźmy ich przysłały. Żeby mnie ukarać.|"""Kikimory ich przysłały. Żeby mnie ukarać."""|Wysłały ich Wiedźmy. Żeby mnie ukarać.|Kruki wysłały ich, aby mnie ukarać.
Dwarf Man 33|Hello, witcher!|Dwarf Man 33|Aaaah!|Dwarf Man 33|Argh, some people!|Co za ludzie!|Argh, niektórzy ludzie!|Ach, niektórzy ludzie!|'Ach, niektórzy ludzie!'|Ach, niektórzy ludzie!|Ach, ci ludzie!
Skellige Old Woman 02|Remember anything else? Anything at all?|Geralt|Great, so we know she bathed. Progress.|Yennefer|Only that she seemed tired. Very tired. And… and her hair was wet.|Tyle, że wyglądała na zmęczoną... Bardzo zmęczoną. I... Miała mokre włosy.|Tylko że ona wydawała się zmęczona. Bardzo zmęczona. I... i jej włosy były mokre.|Tylko to, że wydawała się zmęczona. Bardzo zmęczona. I... i jej włosy były mokre.|Tylko że wydawała się zmęczona. Bardzo zmęczona. I... i jej włosy były mokre.|Tylko to, że wydawała się zmęczona. Bardzo zmęczona. I... i jej włosy były mokre.|Tylko że wydawała się zmęczona. Bardzo zmęczona. I... jej włosy były mokre.
Geralt|Witcher! Change your mind? How much did my father pay you?|Tamara|I have no fear for the Eternal Fire protects me.|Tamara|Don't think you have anything to fear. Brought your new friends with you.|Chyba nie musisz się martwić, skoro są z tobą twoi nowi przyjaciele.|Nie myśl, że masz się czego bać. Przyprowadziłeś swoich nowych przyjaciół ze sobą.|Nie myśl, że masz się czego bać. Przyprowadziłeś ze sobą nowych przyjaciół.|Nie myśl, że masz się czego bać. Przyniosłem twoich nowych przyjaciół ze sobą.|Nie myśl, że masz się czego obawiać. Przyniosłem twoich nowych przyjaciół ze sobą.|Nie myśl, że masz się czego obawiać. Przyniosłem twoich nowych przyjaciół ze sobą.
Radovid|You'd just give me a man? After investing coin and time in him? Can't help but wonder why.|Geralt|And also, Junior has lost his purpose. The Big Four is no more.|Radovid|Consider it a gesture of goodwill… almost. I'll expect you to return the favor.|Bo chcę zademonstrować dobrą wolę i liczę na wzajemność.|Uważaj to za gest dobrej woli... prawie. Oczekuję, że odwzajemnisz przysługę.|Uważaj to za gest dobrej woli... prawie. Oczekuję, że się odwdzięczysz.|Uważaj to za gest dobrej woli... prawie. Oczekuję, że się odwdzięczysz.|Rozważ to jako gest dobrej woli... prawie. Oczekuję, że odwzajemnisz przysługę.|Radowid: Uważaj to za gest dobrej woli... prawie. Oczekuję, że odwzajemnisz przysługę.
Redanian Soldier 04|Waaa akh akh!|Redanian Soldier 04|What rubbish.|Redanian Soldier 04|When those sons of bitches severed heads, then catapulted 'em at us!|Kiedy te skurwysyny łby trupom użynały i nimi miotali z katapult!|Kiedy te skurwysyny odcinały głowy, a potem katapultowały je w naszą stronę!|Kiedy te skurwysyny odcinały głowy, a potem katapultowały je w naszą stronę!|Kiedy ci synowie sukinsynów odcinali głowy, a potem katapultowali je w naszą stronę!|Kiedy te skurwysyny odcięły głowy, a potem wystrzeliły je w naszą stronę!|Kiedy ci synowie sukinsynów odcinali głowy, a potem katapultowali je w naszą stronę!
Novigrad Citizen Man 03|Must say I'm curious what my wife would say about that.|Novigrad Citizen Man 03|I shall pretend I did not hear that.|Novigrad Citizen Man 03|He must be a mage, that barber. To heal your daughter in a day?|Ten cyrulik to chyba jakis czarownik... Córę ci w jeden wieczór wyleczył...|Musi być czarodziejem ten balwierz. Żeby uleczyć twoją córkę w jeden dzień?|Musi być magiem ten balwierz. Żeby uleczyć twoją córkę w jeden dzień?|Musi być magiem ten balwierz. Żeby uleczyć twoją córkę w jeden dzień?|Musi być magiem, ten balwierz. Żeby uleczyć twoją córkę w jeden dzień?|Musi być magiem, ten balwierz. Żeby uleczyć twoją córkę w jeden dzień?
Geralt|Around me thundered the noise of the street. In mourning, an image of majestic distress. With dainty fingers lifting the hem of her dress. A stately woman strode by with hurrying feet.|Dandelion|Geralt, I'm writing, creating. Incidentally, what do you think of that bit?|Dandelion|Ugh. Dandelion. Hey! Hear me?|Jaskier, halo, słyszysz mnie?|Ech. Mlecz. Hej! Słyszysz mnie?|Ugh. Dandelion. Hej! Słyszysz mnie?|Uff. Dandelion. Hej! Słyszysz mnie?|- Geralt, piszę, tworzę. Przy okazji, co myślisz o tym fragmencie?|Geralt, jestem piszący, tworzący. Przypadkiem, co myślisz o tym fragmencie?
Geralt|But… what can I do? It's too late…|Graham|Those are… her bones?|Graham|Bury her bones. Anabelle should be laid to rest by one who loved her. It's the only way to lift the curse that holds Fyke Isle.|Musisz pochować jej kości. Anabelle powinien pożegnać ktoś, kto ją kochał. Tylko tak można odczynić klątwę ciążącą na Kłomnicy.|Pogrzebać jej kości. Anabelle powinna spocząć w spokoju, złożona do grobu przez kogoś, kto ją kochał. To jedyny sposób, aby zdjąć klątwę, która ciąży nad Wyspą Fyke.|Pogrzeb jej kości. Anabelle powinna spocząć w spokoju, złożona przez tego, kto ją kochał. To jedyny sposób, aby zdjąć klątwę, która trzyma Fyke Isle.|Pochowaj jej kości. Anabelle powinna zostać pochowana przez kogoś, kto ją kochał. To jedyny sposób, aby zdjąć klątwę, która trzyma Fyke Isle.|Pogrzeb jej kości. Anabelle powinna spocząć w spokoju, złożona przez tego, kto ją kochał. To jedyny sposób, aby zdjąć klątwę, która ciąży nad Wyspą Fyke.|Pochowaj jej kości. Anabelle powinna spocząć w spokoju, złożona do grobu przez kogoś, kto ją kochał. To jedyny sposób, aby zdjąć klątwę, która od lat trapi Fyke Isle.
Geralt|You can't possibly stay at Kaer Morhen all the time.|Cirilla|True.|Cirilla|Makes no difference. You'll find me.|Znajdziesz jakiś sposób.|Nie robi różnicy. I tak mnie znajdziesz.|Nie ma to znaczenia. Znajdziesz mnie.|Nie ma to znaczenia. Znajdziesz mnie.|Nie ma to znaczenia. Znajdziesz mnie.|Masz rację.
Geralt|They told me a true bruiser'd come to the arena. Would you believe it? They were right!|Cyprian Willey|Heheh, slow, ain't ya?|Cyprian Willey|Thanks. I'd like to know who's congratulating me.|Dzięki. Od kogo te gratulacje?|Dziękuję. Chciałbym wiedzieć, kto mi gratuluje.|Dzięki. Chciałbym wiedzieć, kto mi gratuluje.|Dzięki. Chciałbym wiedzieć, kto mi gratuluje.|Dzięki. Chciałbym wiedzieć, kto mnie chwali.|Dzięki. Chciałbym wiedzieć, kto mi gratuluje.
