speaker|prev_text|prev_speaker|next_text|next_speaker|en_text|pl_text|dialog_prototype
Verden Old Man 02|||||We all gotta die sooner or later. And I tell yous, guarantee yous - you'll sooner die cut down by a bandit than by this white-haired fellow.|Wcześniej czy później wszyscy umrzemy, i gwarantuję wam, że prędzej z ręki bandytów niż tego białowłosego.|Musimy wszyscy kiedyś umrzeć. I powiadam wam, gwarantuję wam - prędzej zginiecie z ręki bandyty niż ten siwowłosy facet was dopadnie.
Geralt|Well, a normal one, a transit pass.|Redanian Soldier 03|How should I know? I'm a lowly soldier…|Redanian Soldier 03|Who issues them?|Kto je wydaje?|Kto je wydaje?
Novigrad Thug Strong 35|Who's up for a thrashing?|Novigrad Thug Strong 35|I'll tear your balls off!|Novigrad Thug Strong 35|Eh?|E?|Kto chce dostać wpierdol?
Ermion|Thank you.|Geralt|I shall see you at Kaer Morhen.|Ermion|No need. I raised the girl and I've still a duty to her.|Nie masz za co. Wychowywałem tę dziewczynę i nadal jestem za nią odpowiedzialny.|Nie ma sprawy. Wychowałam dziewczynę i nadal mam wobec niej obowiązek.
Skellige Villager 01|Think the gods would've seen Svanrige's strength?|Skellige Villager 02|Svanrige could be king yet. These're uncertain times…|Skellige Villager 04|I think they know he'll make a good warrior. As he'd 'ave made a good king.|Myślę, że z niego będzie dobry wojownik. I byłby dobry król.|Myślę, że wiedzą, że będzie z niego dobry wojownik. Tak samo jak byłby dobrym królem.
Verden Peasant 05|||Argh! Thecla done made a broth of old acorns. Ugh, tastes just like barley, she said…|Verden Peasant 02|Boyadar, why you goin' 'round all sour-faced?|Biezdar, co taki skwaszony łazisz?|Bojarze, dlaczego chodzisz taki skwaszony?
Novigrad Traveler Woman 03|Watch it!|Novigrad Traveler Woman 03|Yes?|Novigrad Traveler Woman 03|Awwwrr!|Iiiiiiii!|Awwwrr!
Cerys|And I know the colors those men wore. That was the Clan Tuirseach tartan.|Cerys|Yes. Birna Bran.|Arnvald|It's her. She's behind all this, isn't she?|To ona za tym wszystkim stoi, prawda?|To ona. Ona stoi za tym wszystkim, prawda?
Vesemir|I met with Emhyr.|Geralt|A few. Hoping it stays that way.|Geralt|Any crowned heads you haven't met?|A są jeszcze jakieś koronowane głowy, których nie widziałeś?|Może jakieś koronowane głowy, których jeszcze nie poznałeś?
Novigrad Rich Man 03|My father claims there's a vault beneath the Temple of the Eternal Fire. And the emperor will empty it to hire mercenaries.|Novigrad Noblewoman 03|||That is different. Novigrad's merchants will hardly protest to see the emperor disperse the priests to the four winds.|To co innego. Novigradzcy kupcy słowa nie pisną, kiedy cesarz rozpędzi kapłanów na cztery wiatry.|To jest zupełnie inna sprawa. Kupcy z Novigradu raczej nie będą protestować, widząc jak cesarz rozpędza kapłanów na cztery wiatry.
Skellige Old Woman 04|…may he meet an honorable death. Or come home with honorable plunder.|Skellige Old Woman 04|Sturdy lad.|Skellige Old Woman 04|Charm the lasses, not an old gran like me.|Młodsze czaruj, a nie mnie, starą babę.|Charm the lasses, not an old gran like me.
Novigrad Peasant 39|You're strange, but a good fellow nonetheless.|Novigrad Peasant 39|Whoa!|Novigrad Peasant 39|At your service.|Uszanowanie.|Jestem dziwny, ale porządny chłop ze mnie.
Philippa Eilhart|You still insist? Phil, pardon my saying so, but you will never regenerate your eyes on your own.|Margarita Laux Antille|It's madness… …need… ...ower… ...ut your…. …reat dange…|Margarita Laux Antille|Vilgefortz did it. I'm employing the same method - cultivating tissue on precious stones.|Vilgefortzowi się udało. Zastosuję tę samą metodę. Wyhoduję tkankę na szlachetnych kamieniach.|Vilgefortz tego dokonał. Stosuję tę samą metodę - hodowania tkanki na kamieniach szlachetnych.
Cerys|Don't know that I'm convinced.|Geralt|If we fail to think of anythin', we can always try the witchers' way.|Cerys|Just please don't tell me you have to consult Yennefer on such things as well.|Błagam, tylko mi nie mów, że w takich kwestiach też się słuchasz Yennefer.|Tylko proszę mi nie mów, że musisz też skonsultować się z Yennefer w takich sprawach.
Geralt|In the end… one came along… Where'd you learn all that?|Skellige Woman 04|Hm. Must admit that was not the answer I expected. Thought you'd want to celebrate your victory.|Skellige Woman 04|Some other time, maybe.|Może innym razem.|Może kiedy indziej.
Zoltan Chivay|You mean, she's come back? I'll be damned. I wonder if I'd recognize her… How many years is it now? Six? Seven?|Zoltan Chivay|Hiding, probably. She might be in danger.|Geralt|But what'd she be doin' here?|Ale co ona tu właściwie robi?|Ale co ona by tutaj robiła?
Elf Man 35|A real cloudburst.|Elf Man 35|Welcome.|Elf Man 35|Welcome.|Witam.|Witaj.
Geralt|That extra gold chalice could come in handy, I get it.|Geralt|Uh, we don't have it. Found a buyer. Mr. Mirrory, was it? Funny name, paid good coin, though.|Dwarf Doc|What'd you do with it?|Co z nim zrobiliście?|Co zrobiłeś z tym złotym kielichem?
Skellige Warrior 03|You needed the rest, desperately.|Skellige Warrior 03|What? You undressed me?!|Cirilla choice|Been through a lot, eh? Got some nasty fresh-lookin' scars…|Sporo chyba przeszłaś, co? Cała jesteś w świeżych bliznach...|Było ciężko, prawda? Masz sporo świeżych ran...
Geralt|Witchers got their creed. No stealin', no pinchin' wenches at the tavern, and no assaultin' travelers.|Dwarf Bashful|Uh, oh… er… Farewell, witcher.|Dwarf Doc|We make exceptions. For travelers, especially.|Zdarzają się wyjątki. W kwestii podróżnych.|Robimy wyjątki. Zwłaszcza dla podróżnych.
Geralt|With what coin?|Elf Man 03|Enough for one at most. Whereas at the least we need four.|Elf Man 03|Ciri gave you a full pouch…|Ciri oddała wam cały mieszek...|Ciri dała ci pełną sakiewkę...
Novigrad Peasant 01|Sorry. Can't help just now.|Geralt|Master witcher! You've returned! Will you help?|Novigrad Peasant 02|Didn't I say as much?|A nie mówiłem?|Nie mogę teraz pomóc. Przykro mi.
Geralt|Hm, this horse - why is it so important to you?|Scoiatael Man 01|If so, take it. But I don't wish to see you here again.|Scoiatael Man 01|Just trying to keep my word. Made a deal with its owner, that's all.|Staram się dotrzymywać danego słowa. Zawarłem układ z właścicielem tego konia.|Tylko próbuję dotrzymać słowa. Zawarłem umowę z jego właścicielem, to wszystko.
Scoiatael Man 02|Damn it all, I'd so hoped for victory. Alas, so be it - you've won the card fair and square.|Scoiatael Man 02|Know anyone else I could play?|Geralt|Damn it all, I'd so hoped for victory. Alas, so be it - you've won the card fair and square.|Cholera, a tak liczyłem na wygraną. No nic – uczciwie wygrałeś tę kartę.|Dobrze, skoro tak chcesz.
Graham|Bury her bones. Anabelle should be laid to rest by one who loved her. It's the only way to lift the curse that holds Fyke Isle.|Geralt|Yes.|Geralt|Those are… her bones?|To... to są jej kości?|Te kości to... Anabelle?
Geralt|Look for me stall by the bridge 'cross the Pontar. Got goods for the army, mostly… but I'll make an exception for you!|Verden Vendor 02|So, you want a premade, or have you got a special order?|Baron Bandit Strong 03|What would you say to a little game of gwent?|Co powiesz na małą partyjkę gwinta?|Co powiesz na małą partyjkę gwinta?
Elf Female 03|Elaine vara.|Elf Female 03|You seek someone, stranger?|Elf Female 03|Yes?|Słucham?|Tak?
Skellige Warrior 03|Ride, ride, your deeds be many and glorious!|Skellige Warrior 01|All must see the change your demise has wrought!|Skellige Warrior 02|Bran of Clan Tuirseach! Our valiant king! Great is our loss!|Branie z rodu Tuirseach! Mężny nasz królu! Wielka to strata dla nas wszystkich!|Bran z Klanu Tuirseach! Nasz dzielny król! Wielka jest nasza strata!
Graham|I wanna talk.|Geralt|Who are ye?|Graham|You deaf, dammit? I told ye--|Głuchyś czy co? Mówiłem, że...|Chcę porozmawiać.
Novigrad Thug Weak 01|Life's shit sometimes.|Novigrad Thug Weak 01|Come on, you cunt!|Novigrad Thug Weak 01|Don't be foolish, sonny.|Synku, nie fikaj.|Nie bądź głupi, synku.
Geralt|Hah! Look who we have here!|Baron Bandit Weak 01|Folk're more eager than ever to see the men go at it.|Baron Bandit Weak 01|Baron's gone, but seems business is booming.|Barona już nie ma, ale interes się kręci.|Baron zniknął, ale interesy chyba idą świetnie.
Geralt|"Know what rhymes with ""wicked witcher""?"|Geralt|Must be a slant rhyme…|Novigrad Rich Man 02|My things, before I turn you into mincemeat.|Oddawać moje rzeczy, bo zajebię.|Moje rzeczy, zanim zamienię cię w mielonkę.
Skellige Warrior 05|Oy!|Skellige Warrior 05|Aaaah!|Skellige Warrior 05|Ooooooh.|No, no.|To nie one zaatakowały tych ludzi. Wiwerna królewska musi gdzieś się tu czaić.
Geralt|||||Which way'd it go?|Którędy poszedł?|Którędy to poszło?
Novigrad Citizen Woman 02|Just name it.|Novigrad Citizen Man 02|Splendid. Purchase everything and I'll give you a substantial discount.|Novigrad Trader 02|Everything.|A wszystko.|Wszystko.
Geralt|I welcome my savior to my humble abode!|Novigrad Trader 03|You may not remember, sir, but I shall never forget. Two cutpurses tried to rob me, you stood in my defense.|Novigrad Trader 03|Huh?|Co?|Huh?
Chamberlain Emhyr|{Ym'grymie aep Aard Ker'zaer, Deithwen Addan yn Carn aep Morvudd, Emhyr var Emreis!}[Bow before His Imperial Majesty, The White Flame Dancing on the Graves of his Foes, Emhyr var Emreis!]|Chamberlain Emhyr|I thought you bowed before no man.|Emhyr|Bow.|Ukłon.|Uklęknij.
Triss|I don't know who you are… But you're in deep. Shit right up to your nostrils.|Redanian Noble 01|My answer to each question will be the same: sod off.|Redanian Noble 01|You're in deeper, I assure you… But answer our questions, and we'll help you get out.|Ty tkwisz w głębszym, zapewniam cię... Ale możesz z niego wyjść, jeśli odpowiesz na nasze pytania.|Jesteś w głębszym bagnie, mogę cię zapewnić… Ale odpowiedz na nasze pytania, a pomożemy ci się stamtąd wydostać.
Skellige Druid 02|You're back? Good.|Skellige Druid 02|Greetings, stranger.|Skellige Blacksmith Helper 01|Ah! There he is! My keeper, my savior! I'm with my kin again, thanks all to you.|Dziękuję za ratunek! Dzięki tobie mogłem wrócić do mojej rodziny.|Ah! Oto on! Mój strażnik, mój wybawca! Jestem znów ze swoimi krewnymi, dzięki tobie.
Novigrad Citizen Woman 01|Use your eyes, my dear.|Novigrad Trader 03|Not always. For instance, one look at you, madame, and I know you're a product that is well past its prime.|Novigrad Trader 03|Easier said then done.|Łatwiej powiedzieć, niż zrobić.|Łatwo powiedzieć, trudniej zrobić.
Geralt|||Put me to sleep with a spell. Means she's up to something.|Geralt|Keira? Where…?|Keira? Gdzie...?|Keira? Gdzie…?
Geralt|A few bites on my feet and calves. Nothing, really.|Triss|Later, Geralt. Let's find the way to the port, first.|Triss|Need to clean your wounds. Infection'll set in otherwise.|Musisz oczyścić te rany. Inaczej wda się zakażenie.|Musisz oczyścić swoje rany. W przeciwnym razie wda się infekcja.
Elf Man 01|Indeed, indeed.|Elf Man 02|Who would like more wine?|Elf Female 01|Ehh, I suppose I must practice a bit…|Ech, trzeba wreszcie coś poćwiczyć...|Muszę trochę poćwiczyć...
Skellige Warrior 02|Why'd you bring us here? Aimin' to take a bath?|Skellige Warrior 01|Hilma? The Ginger Hilma? Olgar, you swine, you clever, clever swine! Give us a hug!|Skellige Warrior 01|Naye. Aim to watch as others do… Ginger Hilma, for one. She's to come here with her sisters.|Nie. Co najwyżej popatrzę, jak kąpią się inni... Ruda Hilma, na przykład. Ma tu przyjść z siostrami.|Nie. Chciałem popatrzeć, jak inni to robią… Na przykład Ruda Hilma. Przyjdzie tutaj ze swoimi siostrami.
Triss|We've waited long to escape. Till we could make sure Kovir will take us, till we could acquire enough coin to hire a ship, till we could find a captain we could trust.|Triss|This is madness. Hunters stand on every corner.|Sorceress 01|We've waited too long. There's no more time for hesitation. We must leave Novigrad today.|Czekaliśmy za długo. Już nie ma czasu na wahanie się. Jeszcze dziś musimy opuścić Novigrad.|Czekaliśmy zbyt długo. Nie ma już czasu na wahanie. Musimy opuścić Novigrad dzisiaj.
Verden Old Woman 02|Yeah?|Verden Old Woman 02|Why you pushin'?|Verden Old Woman 02|Who will protect us poor from the cutthroats? Who, I ask?|Kto nas, biednych ludzi, przed tymi zbirami obroni? No kto?|Kto nas biednych obroni przed bandytami? Kto, pytam?
Geralt|Be sure and tell us when the rammy's due to start, eh?|Dwarf Man 02|You're in charge.|Dwarf Man 02|Not just yet.|Jeszcze nie teraz.|Jeszcze nie teraz.
Novigrad Rich Man 18|I've caught a cold. *Cough cough*|Novigrad Rich Man 18|It's gotten so I'm afraid to see the surgeon… Never know when they'll accuse him of witchcraft.|Novigrad Rich Man 18|I haven't strength for anything.|Nie mam na nic siły.|Nie mam siły na nic.
Geralt|It'd be nice. At least for a while, till I figure out what's next.|Letho|Witchers never die in bed.|Letho|Agreed. Do it.|Zgoda.|Zgoda. Zrób to.
Tamara|In that case… good luck.|Geralt|Because he knows something about someone dear to me. Promised to tell me if I found you and your mother.|Geralt|Thank you for respecting my choice. Farewell.|Dzięki, że dałeś mi wybór. Bywaj.|Dziękuję za uszanowanie mojego wyboru. Żegnaj.
Steingrim|Expect I'll find it.|Geralt|Thanks. So long.|Geralt|Head north, then turn west towards the bay before you come to the bridge. You'll find the jarl portside today. Your sorceress oughta be there, too.|Kieruj się na północ, a przed mostem skręć na zachód, ku zatoce. Dziś jarla znajdziesz w porcie. Twoja czarodziejka pewnie też tam będzie.|Idź na północ, a potem skręć na zachód w stronę zatoki przed mostem. Znajdziesz jarła po tej stronie portu. Twoja czarodziejka powinna tam być.
Guslar|"""Will Voytek wait?"" Dark blood carries the question downriver."|Guslar|Nigh is the Time of the White Frost and White Light, the Time of Madness and Disdain.|Guslar|Why do you seek the child of Elder Blood?|Dlaczego szukasz dziecka Starszej Krwi?|Dlaczego szukasz potomka Starej Krwi?
Verden Old Man 03|Keep the coin. You took in an orphan, need it more than I do.|Geralt|Greetings.|Geralt|And they call witchers unfeelin', inhuman… Well, I thank ye - from the bottom of me heart.|A mówią, że wiedźmin nie człek, że uczuć nie zna... Dziękuję. Z całego serca.|I tak nazywają nas bezlitosnymi, pozbawionymi uczuć... Dziękuję ci z całego serca.
Sergeant|Ciri! Come! Whole haunch should be yours, as I see it!|Baron|Not bad, not bad at all, but who goes boar huntin' with a sword?|Baron Bandit Strong 01|Aye, you done well, lass.|No, dziewucho, nieźle się spisałaś.|Dobrze się spisałaś, dziewczyno.
Avallach|Supposed to drive a godling from here.|Geralt|Decided it was harmless.|Geralt|Supposed to?|Miałeś?|Miałem go stąd wygonić.
Geralt|Shh! Hear that? Incoming!|Eskel|Same ol', same ol'. Another day, another drowner.|Eskel|You too. How are things?|Ciebie też. Jak leci?|Jak leci?
