speaker|prev_text|prev_speaker|next_text|next_speaker|en_text|pl_text|dialog_prev|dialog_next
Skellige Woman 02|Lace? That's fine for little lasses on the Continent.|Skellige Woman 02|Oh, that lighthouse puts me in a right fury… If only it were somethin' different - a troll, a chort, a griffin even!|Skellige Villager 01|But I'll not dress like a Novigrad doll. I'll stick with wool, thank you very much.|Ja się nie muszę stroić jak te novigradzkie lalki. Wełna mi wystarczy.|Ale nie będę się ubierać jak lalka z Novigradu. Zostanę przy wełnie, dziękuję bardzo.|Ale nie ubiorę się jak lalka z Novigradu. Zostanę przy wełnie, dziękuję bardzo.
Triss|Better not be joking. What - doublet doesn't match my boots, or vice versa?|Geralt|Everything's ready, we can go.|Geralt|It's not that.|Nie w tym rzecz.|To nie jest takie proste.|To nie tak.
Baron Bandit Strong 03|Only got one prick, though. In case you're wondering about that, too.|Geralt|Saw one in action once. Killed a half dozen, blood everywhere - freak didn't even show a drop of sweat.|Baron Bandit Weak 01|Don't touch 'im. Don't even look at 'im. Worse than lepers, that lot.|Nie tykać go. Nawet nie patrzeć. To gorsze niż trędowaty.|Nie dotykaj go. Nawet na niego nie patrz. Gorsi od trędowatych, ta cała banda.|Nie dotykaj go. Nawet na niego nie patrz. Gorsi od trędowatych, ta banda.
Cyprian Willey|What the sandwich fuck is this?|Cyprian Willey|Help me, for fuck's sake!|Cyprian Willey|Oh fuck me…|Ja pierdolę...|Cholera jasna...|Cholera jasna...
Geralt|Errr…. Yeah… Royal officials issue 'em. But they're also available on the black market.|Redanian Soldier 03|Don't know the names…. Ask folk around the crossin's. They'll know more.|Redanian Soldier 03|From who?|Od kogo?|Od kogo?|Od kogo?
Geralt|The sandcrabs have sensed our presence.|Avallach|What is this place?|Geralt|Wonderful.|Świetnie.|Wspaniale.|Wspaniale.
Dijkstra|Think I'll let your host introduce me.|Geralt|Allegedly. But I didn't kill Foltest. And hello to you, too, Dijkstra… Reuven - whatever they call you these days.|Geralt|He's a witcher. The very one who first foiled an attempt on Foltest's life and then killed that monarch.|To wiedźmin. Ten sam, który najpierw powstrzymał zamach na Foltesta, a potem go zabił.|To jest wiedźmin. Ten sam, który po raz pierwszy udaremnił zamach na życie Foltesta, a potem zabił tego monarchę.|To jest wiedźmin. Ten sam, który po raz pierwszy udaremnił zamach na życie Foltesta, a potem zabił tego monarchę.
Cirilla Young|Take that! Sliced your jugular!|Cirilla Young|Pretend now, live later!|Vesemir|What am I supposed to parry? I'm fighting a stupid dummy!|Co ja mam blokować? Walczę z głupią kukłą!|Co mam się bronić? Walczę z głupim manekinem!|Co mam parować? Walczę ze zwykłą kukłą!
Lambert|Mhm. Old Speartip's looking for us already.|Geralt|Bones… Pulverized.|Geralt|Something tells me he's not gonna like this…|Coś mi mówi, że to mu się nie spodoba...|Coś mi mówi, że on nie będzie tym zachwycony...|Coś mi mówi, że on nie będzie lubił tego...
Nilfgaardian Prologue 02|Drop your sword! At once!|Nilfgaardian Prologue 02|What do you want, wanderer?|Nilfgaardian Prologue 02|You'll not get food, not from me.|Nie dostaniesz nic do jedzenia. Nie ode mnie.|Nie dostaniesz jedzenia, nie ode mnie.|Nie dostaniesz jedzenia, nie ode mnie.
Geralt|Shall we begin?|Yennefer|Need a bit more time.|Geralt|Graden'll show up, and Zoltan awaits your signal.|Graden się zjawi, a Zoltan czeka na twój sygnał.|Graden się pojawi, a Zoltan czeka na twój sygnał.|Graden się pojawi, a Zoltan czeka na twój sygnał.
Yennefer|Eys'u failte beydem aen eich'te llyvaid.|Yennefer|What is it, then?|Geralt|That is no meteorite crater…|To nie był meteoryt...|To nie jest krater uderzeniowy...|To nie jest krater uderzeniowy meteorytu...
Lugos The Glaucous|Mortally so. But that's my reason for goin' there.|Lugos The Glaucous|I was about to go. You ready?|Lugos The Glaucous|Fine, so be it, I'll take ye… Old man's like to throw a fit elsewise.|Dobra, niech będzie... Bo stary się będzie pluł.|Dobrze, niech tak będzie, wezmę cię... Stary inaczej dostanie szału.|Dobrze, niech tak będzie, wezmę cię... Stary pewnie dostanie szału, jeśli tego nie zrobię.
Triss|Hm… Maybe we should talk about something else?|Geralt|Yes, Geralt?|Triss|Gladly. I was about to ask the same.|Chętnie. Sama miałam to zaproponować.|Chętnie. Miałem właśnie zapytać o to samo.|Chętnie. Miałem właśnie zapytać o to samo.
Novigrad Peasant 03|Aye. Each winter's harsher than the last, every spring's cooler… Maybe it's true - the White Frost is comin'.|Novigrad Peasant 02|Sun's high already, Betje, and you've barely gathered a second basket. Not good.|Novigrad Peasant 01|It's always been comin' and just… never arrives. Black Ones, though, they've come. Sittin' right across the river. War's the real worry, not prophecies.|Idzie, idzie i przyjść nie może. Za to Czarni za rzeką stoją. Wojną trzeba się martwić, nie przepowiedniami.|Zawsze nadchodziło i po prostu... nigdy nie dociera. Czarni, jednakże, przybyli. Siedzą dokładnie po drugiej stronie rzeki. Prawdziwym zmartwieniem jest wojna, a nie proroctwa.|To zawsze nadchodziło i... nigdy nie docierało. Czarne Jedynki jednak przyszły. Siedzą dokładnie po drugiej stronie rzeki. Prawdziwym zmartwieniem jest wojna, a nie proroctwa.
Baron Bandit Strong 02|They made an exception for me.|Cirilla|Not entirely. The mutations - I was never subjected to them. But everything else I know, I learned from the witchers there.|Cirilla|Right. Mean to say you're a she-witcher?|Ta. Chcesz powiedzieć, że jesteś wiedźminką?|No tak. To znaczy, że jesteś czarownicą-wiedźminem?|Czyli chcesz powiedzieć, że jesteś czarownicą-wiedźminem?
Scoiatael Dwarf 39|Oh, a witcher.|Scoiatael Dwarf 39|A d'yaebl aep arse…|Scoiatael Man 01|Call the cavalry!|Wezwać posiłki!|Wezwij kawalerię!|Wezwij kawalerię!
Skellige Old Woman 01|Ah!|Skellige Old Woman 01|Ain't no use dwellin' on it!|Skellige Old Woman 01|She's a great lady, now, 'cause her son sails with Holger, brings back riches.|Ona teraz wielka pani, bo jej syn z Holgerem pływa i bogate łupy przywozi.|To jest wspaniała dama teraz, ponieważ jej syn pływa z Holgerem i przywozi bogactwa.|To jest wspaniała kobieta teraz, ponieważ jej syn pływa z Holgerem i przywozi bogactwa.
Novigrad Thug Strong 02|You work for the King of Beggars. As does Merigold. Where is she?|Witch Hunter 01|On your mum? Well, then we'll take her in for torture. Perhaps that'll refresh your memory.|Witch Hunter 02|Don't know. I swear on me mum!|Nie wiem. Klnę się na matkę!|Nie wiem. Przysięgam na moją mamę!|Nie wiem. Przysięgam na moją mamę!
Skellige Merchant 02|Careful!|Skellige Merchant 02|I'm bein' attacked! Help!|Skellige Merchant 02|Hey…|Ejże...|Co jest...?|Hej...
Lambert|Dammit.|Lambert|How many more your mama spawn?|Lambert|Ugh!|Uch!|Uff!|Uff!
Nilfgaardian Officer 01|Ran into a woman, Nilfgaardian, who's looking for her son.|Geralt|Let's say a mother's tears moved me.|Geralt|I knew this one was stubborn. I did not know she would hire a witcher.|Wiedziałem, że jest uparta, ale nie miałem pojęcia, że wynajmie wiedźmina.|Wiedziałem, że jest uparta. Nie spodziewałem się, że wynajmie czarodzieja.|Wiedziałem, że ten jest uparty. Nie spodziewałem się, że wynajmie czarodzieja.
Keira Metz|Scraps. The curse is somehow linked to the tower where Vserad, the lord of these lands, took refuge when Nilfgaard invaded.|Keira Metz|So, will you please help me lift this curse? You're so good at these things.|Keira Metz|Claims in the village are that peasants, desperate of hunger, sailed to Fyke Isle to beg for food. Met their end there, it was a massacre.|We wsi mówią, że zdesperowani chłopi popłynęli na Kłomnicę prosić o jedzenie i doszło tam do jakiejś rzezi.|Według relacji we wsi chłopi, zdesperowani głodem, popłynęli na Wyspę Fyke, aby prosić o jedzenie. Spotkała ich tam śmierć; była to rzeź.|Pogłoski we wsi mówią, że chłopi, zdesperowani głodem, popłynęli na Wyspę Fyke, aby prosić o jedzenie. Spotkała ich tam śmierć; była to masakra.
Geralt|Now he wants to revive the Council and the Conclave. And I'm to head both.|Triss|It's the house that awaits us in Pont Vanis.|Triss|The vision was of a house, not a royal court…|Ale twoja wizja przedstawiała dom, a nie królewski dwór...|Wizja dotyczyła domu, nie dworu królewskiego...|Wizja dotyczyła domu, nie królewskiego dworu...
Geralt|No closer. Nothing here for you, vatt'ghern.|Scoiatael Man 01|Take one horse - that I'll allow.|Scoiatael Man 01|You'll give it to me… willingly.|Oddacie go po dobroci.|Dasz mi to... chętnie.|Dobrowolnie mi je oddasz...
Voorhis|Yeah, managed to get here. Truth be told, hard to miss an estate this grand.|Geralt|Forgive me.|Geralt|I had hoped to have a contest between gentlemen.|Miałem nadzieję na dżentelmeńską rywalizację.|Miałem nadzieję na konkurs między dżentelmenami.|Miałem nadzieję na rywalizację między dżentelmenami.
Scoiatael Dwarf 01|Fuckin' shit!|Scoiatael Dwarf 01|Don't kill me…|Scoiatael Dwarf 01|Wanna whiff of me axe?|Chcesz powąchać mojego topora?|Chcesz powąchać moją siekierę?|Chcesz powąchać moją siekierę?
Eskel|Fine. Lost a bit of blood, I suppose. Hangover was the worst part. She drank nothing but pickle juice for the next month.|Eskel|I'd drink from an old boot tonight.|Yennefer|Uh, Yen, we don't have glasses. You all right drinkin' from a mug?|Yen... Nie mamy kieliszków. Możesz pić z kubka?|Uh, Yen, nie mamy szklanek. Czy jest ci w porządku, jeśli będziesz pić z kubka?|Uh, Yen, nie mamy szklanek. Czy jest Ci w porządku picie z kubka?
Radovid|Let's go.|Geralt|You needed merely to ask.|Philippa Eilhart|Open up! I command you to open the door!|Otwierać! Rozkazuję otworzyć drzwi!!!|Otwórz! Rozkazuję ci otworzyć drzwi!|Otwórz! Rozkazuję ci otworzyć drzwi!
Geralt|Stop! Stop! Beast or man, 'tis my love, my betrothed!|Priscilla|Changing one's shape does not make one ghoulish.|Geralt|Sheathe your blades! Fear a doppler? 'Tis a thing most foolish.|Chować miecze! Bać się dopplera to głupota.|Schowajcie swoje miecze! Obawiać się dopplera? To bardzo głupia rzecz.|Schowaj swoje miecze! Bać się dopplera? To bardzo głupia rzecz.
Geralt|Mischievous, stubborn, and selfish.|Witch Weavess|They are far away.|Witch Whispess|Where are they?|Gdzie się podziały?|Gdzie oni są?|Gdzie oni są?
Skellige Fisherman 01|See that knoll beyond the village? Weren't a thing there for centuries, till one day we awoke, and bam! There were a tower atop it!|Skellige Fisherman 01|Somethin's gotta be done - about the storm! With waves like that we can't fish nor sail out to raid.|Skellige Fisherman 01|Then all a-sudden lightnin' started poundin' down, as if the Naglfar itself were sailin' in. Hasn't stopped to this day.|No i od razu zaczęło prać piorunami, jakby sam Naglfar przypłynął. Do tej pory nie przestaje.|Nagle zaczęło bić piorunami, jakby sam Naglfar żeglował w pobliżu. Nie przestało do dziś.|Wtem nagle pioruny zaczęły bić bez przerwy, jakby sam Naglfar wpływał do portu. Nie ustało to do dziś.
Geralt|You've not changed at all.|Yennefer|People change. Men go bald… or grow beards…|Yennefer|Expect me to? What, coulda dyed my hair black. The Black Wolf… How's that sound?|Myślałaś, że ufarbuję włosy na czarno? Czarny Wilk... Niezłe, co?|Spodziewasz się, że się zmienię? Co, mogłabym ufarbować włosy na czarno. Czarny Wilk... Jak to brzmi?|Spodziewasz się, że co? Mogłabym ufarbować włosy na czarno. Czarny Wilk... Jak to brzmi?
Geralt|A hunter'd loose an arrow if he saw that in the woods.|Geralt|For teleprojection.|Yennefer|A basin of water…?|Woda w misce...|Czara wody...?|Czara wody…?
Godling Johnny|Killed a few near your den.|Geralt|Remember that crazy old woman who looked after the kids?|Geralt|The Crones sent them. To punish me.|Wiedźmy je nasłały, za karę.|Wiedźmy ich wysłały. Żeby mnie ukarać.|Wiedźmy ich przysłały. Żeby mnie ukarać.
Dwarf Man 33|Hello, witcher!|Dwarf Man 33|Aaaah!|Dwarf Man 33|Argh, some people!|Co za ludzie!|Ach, niektórzy ludzie!|Ach, niektórzy ludzie!
Skellige Old Woman 02|Remember anything else? Anything at all?|Geralt|Great, so we know she bathed. Progress.|Yennefer|Only that she seemed tired. Very tired. And… and her hair was wet.|Tyle, że wyglądała na zmęczoną... Bardzo zmęczoną. I... Miała mokre włosy.|Tylko to, że wydawała się zmęczona. Bardzo zmęczona. I... i jej włosy były mokre.|Tylko że ona wydawała się zmęczona. Bardzo zmęczona. A... a jej włosy były mokre.
Geralt|Witcher! Change your mind? How much did my father pay you?|Tamara|I have no fear for the Eternal Fire protects me.|Tamara|Don't think you have anything to fear. Brought your new friends with you.|Chyba nie musisz się martwić, skoro są z tobą twoi nowi przyjaciele.|Nie myśl, że masz czego się bać. Przyprowadziłeś ze sobą nowych znajomych.|Nie myśl, że masz się czego bać. Przyniosłeś ze sobą nowych przyjaciół.
Radovid|You'd just give me a man? After investing coin and time in him? Can't help but wonder why.|Geralt|And also, Junior has lost his purpose. The Big Four is no more.|Radovid|Consider it a gesture of goodwill… almost. I'll expect you to return the favor.|Bo chcę zademonstrować dobrą wolę i liczę na wzajemność.|Uważaj to za gest dobrej woli... prawie. Oczekuję, że odwzajemnisz przysługę.|Uważaj to za gest dobrej woli... prawie. Oczekuję, że odwdzięczysz mi się.
Redanian Soldier 04|Waaa akh akh!|Redanian Soldier 04|What rubbish.|Redanian Soldier 04|When those sons of bitches severed heads, then catapulted 'em at us!|Kiedy te skurwysyny łby trupom użynały i nimi miotali z katapult!|Kiedy te skurwysyny odcięły głowy, a potem wystrzeliły je w naszą stronę!|Kiedy te skurwiele odcięły głowy, a potem wystrzeliły je w naszą stronę!
Novigrad Citizen Man 03|Must say I'm curious what my wife would say about that.|Novigrad Citizen Man 03|I shall pretend I did not hear that.|Novigrad Citizen Man 03|He must be a mage, that barber. To heal your daughter in a day?|Ten cyrulik to chyba jakis czarownik... Córę ci w jeden wieczór wyleczył...|Musi być magiem ten fryzjer, żeby uleczyć twoją córkę w jeden dzień?|Musi być czarodziejem ten fryzjer. Żeby uleczyć twoją córkę w jeden dzień?
Geralt|Around me thundered the noise of the street. In mourning, an image of majestic distress. With dainty fingers lifting the hem of her dress. A stately woman strode by with hurrying feet.|Dandelion|Geralt, I'm writing, creating. Incidentally, what do you think of that bit?|Dandelion|Ugh. Dandelion. Hey! Hear me?|Jaskier, halo, słyszysz mnie?|Ugh. Mniszek lekarski. Hej! Słyszysz mnie?|Uff. Dandelion. Hej! Słyszysz mnie?
Geralt|But… what can I do? It's too late…|Graham|Those are… her bones?|Graham|Bury her bones. Anabelle should be laid to rest by one who loved her. It's the only way to lift the curse that holds Fyke Isle.|Musisz pochować jej kości. Anabelle powinien pożegnać ktoś, kto ją kochał. Tylko tak można odczynić klątwę ciążącą na Kłomnicy.|Pochowaj jej kości. Anabelle powinna spocząć w spokoju, pochowana przez kogoś, kto ją kochał. To jedyny sposób, aby zdjąć klątwę, która trzyma Fyke Isle.|Pochowaj jej kości. Anabelle powinna spocząć w spokoju przez kogoś, kto ją kochał. To jedyny sposób, aby zdjąć klątwę, która trzyma Fyke Isle.
