en_text|pl_text|default|no_details|translation_extraction_llm|translation_extraction_brackets
The haunted house, you mean? It's hardly cozy, but I wager you've slept in worse conditions.|Znaczy w nawiedzonym domu? Przyjemnie to tam nie jest, ale chyba nocowałeś już w gorszych warunkach...|"Tak, mam to przetłumaczyć na polski:

""Nawiedzony dom? Chyba nie jest zbyt przytulnie, ale założę się, że spałeś już w gorszych warunkach.""

To tłumaczenie oddaje sens oryginalnego zdania, uwzględniając kontekst rozmowy o noclegu w niezbyt komfortowym miejscu."|Dom strachów, tak? Raczej niezbyt przytulny, ale założę się, że spałeś w gorszych warunkach.|Nawiedzony dom? Chyba nie jest zbyt przytulnie, ale założę się, że spałeś już w gorszych warunkach.|Nawiedzony dom, tak? To raczej nie jest przytulne miejsce, ale przypuszczam, że spałeś już w gorszych warunkach.
Told ye, he's a witcher, a cunning man. He knows these things!|Mówiłem ci, że to wiedźmin. Czarownik. Wie takie rzeczy.|"Tłumaczenie na polski:

""Mówiłem wam, to czarodziej, chytry człowiek. On się na tym zna!""

To zdanie pochodzi z serii książek ""Wiedźmin"" Andrzeja Sapkowskiego i jest często używane jako charakterystyczny cytat opisujący umiejętności i wiedzę głównego bohatera - Geralta z Rivii, znanego również jako Wiedźmin."|Powiedziałem wam, że to czarodziej, przebiegły człowiek. On zna te rzeczy!|Mówiłem wam, to czarodziej, chytry człowiek. On się na tym zna!|Powiedziałem ci, on jest czarodziejem, sprytnym człowiekiem. On się na tym zna!
Why you whoreson…!|Oż ty sukinsynu...!|"Tłumaczenie tego zdania na język polski brzmi:

""Ty skurwysynu!""

To jest bardzo wulgarne i obraźliwe wyrażenie, które może być używane jako obelga lub przekleństwo. Należy pamiętać, że takie słowa są nieodpowiednie w większości formalnych i publicznych sytuacji oraz mogą być uznane za naruszenie zasad współżycia społecznego."|Dlaczego ty skurwysynu...!|Ty skurwysynu!|Dlaczego ty skurwysynu...!
Tell me, lads, where you sailin' this time?|Powiedzcie no, chłopcy, gdzie tym razem płyniecie?|"Oto tłumaczenie na język polski:

""Powiedzcie mi, chłopaki, dokąd tym razem płyniecie?""

To zdanie jest dosłownym tłumaczeniem oryginalnego angielskiego tekstu ""Tell me, lads, where you sailin' this time?"". Warto zauważyć, że w języku polskim forma grzecznościowa ""chłopaki"" odpowiada angielskiemu ""lads"". Słowo ""sailin'"" zostało przetłumaczone jako ""płyniecie"", co jest najbliższym odpowiednikiem w kontekście morskim lub żeglarskim."|Powiedzcie mi, chłopaki, dokąd tym razem płyniecie?|Powiedzcie mi, chłopaki, dokąd tym razem płyniecie?|Powiedzcie mi, chłopaki, dokąd płyniecie tym razem?
Seems early to me. What would I do with him? Cart him around while I searched for Ciri and hunted monsters?|Tylko wydaje mi się, że jeszcze na to za wcześnie. Bo co niby zrobię z tym Brzydalem? Będziemy jeździć razem po świecie, szukać Ciri i polować na potwory?|"Tłumaczenie na język polski:

""Wydaje mi się, że jest za wcześnie. Co ja bym z nim robił? Woziłbym go ze sobą, szukając Ciri i polując na potwory?""

To zdanie pochodzi z dialogu Geralta z Rivii, głównego bohatera serii ""Wiedźmin"", stworzonej przez Andrzeja Sapkowskiego. Jest to fragment wyrażający obawy lub niepewność co do opieki nad młodszą osobą w trudnych okolicznościach."|Wydaje mi się za wcześnie. Co miałbym z nim zrobić? Targać go ze sobą, szukając Ciri i polując na potwory?|Wydaje mi się, że jest za wcześnie. Co ja bym z nim robił? Woziłbym go ze sobą, szukając Ciri i polując na potwory?|Wydaje mi się za wcześnie. Co ja bym z nim zrobił? Targałbym go ze sobą podczas poszukiwań Ciri i polowania na potwory?
Hey, White One! Help!|Hej, Białowłosy! Pomóż!|"Oto tłumaczenie na język polski:

""Hej, Biały! Pomocy!""

To jest dosłowne tłumaczenie z języka angielskiego. Warto zauważyć, że w języku polskim nie używamy bezpośredniego wołacza ""Biały"", ale raczej ""Biały człowieku"" lub ""Białasie"". Jednak w kontekście wezwania o pomoc, forma ""Biały"" może być uznana za akceptowalną."|Cześć, Biały! Pomocy!|Hej, Biały! Pomocy!|Hej, Biały Jeden! Pomocy!
Got a trail to follow. Wonder where it leads.|Trop. Ciekawe gdzie mnie zaprowadzi.|"Tłumaczenie tego zdania na język polski brzmi:

""Mam ślad do podążania. Zastanawiam się, dokąd prowadzi.""

To zdanie wyraża ciekawość i zainteresowanie osoby, która odkryła lub zauważyła coś interesującego (np. ślad, trop) i chce dowiedzieć się więcej o tym, co może on prowadzić lub skąd pochodzi."|Mam ścieżkę do podążania. Zastanawiam się, dokąd prowadzi.|Mam ślad do podążania. Zastanawiam się, dokąd prowadzi.|Mam ślad do podążenia. Zastanawiam się, dokąd prowadzi.
We should get back.|Powinniśmy wracać.|"Tłumaczenie tego zdania na język polski brzmi:

""Powinniśmy wrócić.""

To proste zdanie oznajmujące, które sugeruje, że należy podjąć decyzję o powrocie do jakiegoś miejsca lub sytuacji. Może być używane w różnych kontekstach, zarówno dosłownych (np. ""Powinniśmy wrócić do domu""), jak i metaforycznych (""Powinniśmy wrócić do korzeni"")."|Powinniśmy wrócić.|Powinniśmy wrócić.|Powinniśmy wracać.
They're all very understandin', they seem to believe in me. Besides Lugos, o' course.|Wszyscy są bardzo wyrozumiali i wierzą we mnie. Poza Lugosem, oczywiście.|Oni wszyscy są bardzo zrozumiali, wydają się we mnie wierzyć. Oczywiście poza Lugosem.|Oni wszyscy są bardzo zrozumiali, wydają się we mnie wierzyć. Oprócz Lugosa, oczywiście.|Oni wszyscy są bardzo zrozumiali, wydają się we mnie wierzyć. Oczywiście poza Lugosem.|Oni są bardzo wyrozumiali, wydają się we mnie wierzyć. Oczywiście poza Lugosem.
In that case, I'd appreciate it if you didn't wish I'd disappear from your life.|W takim razie nie życz sobie, żebym zniknął z twojego życia, dobra?|"W takim przypadku doceniłbym, gdybyś nie życzyła sobie, żebym zniknął z twojego życia.

To tłumaczenie jest dosłowne i oddaje znaczenie oryginalnego zdania w języku angielskim. Warto jednak pamiętać, że kontekst i ton wypowiedzi mogą wpływać na interpretację tego zdania w różnych sytuacjach."|W takim przypadku doceniłbym, gdybyś nie życzyła sobie, abym zniknął z twojego życia.|W takim przypadku doceniłbym, gdybyś nie życzyła sobie, żebym zniknął z twojego życia.|W takim razie doceniłbym, gdybyś nie życzył sobie, żebym zniknął z twojego życia.
Boo hoo hoo! My deepest sympathies! Now get out of my sight, you imbecile!|Bu hu hu! Wyrazy współczucia! A teraz zejdź mi z oczu, baranie!|"Oto tłumaczenie na język polski:

""Boo hoo hoo! Moje najgłębsze wyrazy współczucia!""
""No już, wynocha z moich oczu, ty idioto!""

To zdanie zawiera mieszankę emocji - początkowo wyrażenie współczucia, a następnie gniew i rozdrażnienie. Warto pamiętać, że w języku angielskim ""imbecile"" jest dość mocnym określeniem, które może być uznane za obraźliwe. W języku polskim odpowiednikiem mogłoby być coś w stylu ""ty głupcze"" lub ""ty durniu""."|Boo hoo hoo! Moje najgłębsze współczucie! A teraz zejdź mi z oczu, ty idioto!|"Oto tłumaczenie na język polski:

Boo hoo hoo! Moje najgłębsze wyrazy współczucia!
No już, wynocha z moich oczu, ty idioto!

Warto pamiętać, że w języku polskim odpowiednikiem słowa idiot (idiota) może być np. głupiec lub dureń."|Ach, och, och! Moje najgłębsze wyrazy współczucia! A teraz wynoś się stąd, ty głupku!
I'll take the job.|Biorę zlecenie.|"Tłumaczenie tego zdania na język polski brzmi:

""Wezmę tę pracę.""

To proste stwierdzenie wyraża gotowość i zgodę na podjęcie określonej pracy lub stanowiska, o którym była mowa wcześniej w rozmowie lub kontekście."|Wezmę tę pracę.|Wezmę tę pracę.|Wezmę tę pracę.
Nils…|Nils...|Niestety, nie otrzymałem żadnego tekstu do przetłumaczenia. Czy mógłbyś podać pełny tekst, który chcesz, abym przetłumaczył na język polski?|Nils...|"Niestety, nie otrzymałem żadnego tekstu do przetłumaczenia.

Jeśli potrzebujesz więcej informacji lub kontekstu, daj mi znać!"|Nils jest świetnym artystą.
I'll look into it.|Przyjrzę się tej sprawie.|"Tłumaczenie tego zdania na język polski brzmi:

""Sprawdzę to.""

To popularne wyrażenie używane w języku angielskim, które oznacza zobowiązanie się do zbadania lub rozważenia danej kwestii. W języku polskim można je również przetłumaczyć jako ""przyjrzę się temu"", ""sprawdzę to dokładniej"" lub ""zajmę się tym""."|Sprawdzę to.|Sprawdzę to.|Sprawdzę to.
Hjalmar! Hjalmar! Hjalmar! Hjalmar!|HJALMAR! HJALMAR! HJALMAR! HJALMAR!|"Tekst, który podałeś, ""Hjalmar! Hjalmar! Hjalmar! Hjalmar!"" to powtarzające się imię. W języku polskim brzmiałoby ono dokładnie tak samo:

""Hjalmar! Hjalmar! Hjalmar! Hjalmar!""

To imię męskie pochodzenia skandynawskiego. Nie ma specjalnego znaczenia w tłumaczeniu na język polski, ponieważ jest to po prostu imię osobowe."|Hjalmar! Hjalmar! Hjalmar! Hjalmar!|Hjalmar! Hjalmar! Hjalmar! Hjalmar!|Hjalmar! Hjalmar! Hjalmar! Hjalmar!
I should hope so. Found it a ruin when I came here from Undvik. Gulls shittin' into the tankards through the gaps in the thatch. I bought the hut, rolled up my sleeves and made a proper alehouse out of it.|No chyba. Gdy przybyłem z Undvik, stała tu ruina. Mewy srały do kufli przez dziury w strzesze. Kupiłem tę budę, zakasałem rękawy i zrobiłem z niej porządny lokal.|Mam nadzieję, że tak. Znalazłem to w stanie ruiny, kiedy przybyłem tu z Undvik. Mewy srające do kufli przez szpary w strzesze. Kupiłem tę chatę, zakasałem rękawy i zrobiłem z niej porządną karczmę.|Mam nadzieję, że tak. Znalazłem to w ruinie, kiedy przybyłem tu z Undvik. Mewy srające do kufli przez szpary w strzesze. Kupiłem chatę, zakasałem rękawy i zrobiłem z niej porządną karczmę.|Mam nadzieję, że tak. Znalazłem to w stanie ruiny, kiedy przybyłem tu z Undvik. Mewy srające do kufli przez szpary w strzesze. Kupiłem tę chatę, zakasałem rękawy i zrobiłem z niej porządną karczmę.|Mam nadzieję, że tak. Zastałem je w ruinie, gdy przybyłem tu z Undvik. Mewy srały do kufli przez szpary w strzesze. Kupiłem chatę, zakasałem rękawy i zrobiłem z niej porządną karczmę.
Keep your distance, drifter!|Trzymaj się ode mnie z daleka, przybłędo!|"Tłumaczenie tego zdania na język polski brzmi:

""Trzymaj się z daleka, włóczęgo!""

To wyrażenie może być używane jako ostrzeżenie lub polecenie skierowane do kogoś, kto jest postrzegany jako osoba niepożądana lub podejrzana. Słowo ""drifter"" (włóczęga) odnosi się do osoby, która często zmienia miejsce pobytu i nie ma stałego miejsca zamieszkania. W tym kontekście, zdanie to sugeruje, że osoba mówiąca chce, aby ta druga osoba trzymała się z dala od niej lub od określonego miejsca."|Trzymaj dystans, włóczęgo!|Trzymaj się z daleka, włóczęgo!|Trzymaj się z daleka, włóczęgo!
Leave me be, woman. I agreed to come back to ye, not to love ye.|Zgodziłem się do ciebie wrócić. Ale to nie znaczy, że będę cię kochać.|"Tłumaczenie tego zdania na język polski brzmi:

""Zostaw mnie w spokoju, kobieto. Zgodziłem się wrócić do ciebie, nie żeby cię kochać.""

To zdanie pochodzi z języka angielskiego i zostało przetłumaczone dosłownie, zachowując jego oryginalne znaczenie i strukturę gramatyczną."|Zostaw mnie w spokoju, kobieto. Zgodziłem się wrócić do ciebie, a nie kochać cię.|Zostaw mnie w spokoju, kobieto. Zgodziłem się wrócić do ciebie, nie żeby cię kochać.|Zostaw mnie w spokoju, kobieto. Zgodziłem się wrócić do ciebie, nie żeby cię kochać.
No… Nay, don't go, please! Don't leave me! I beg ye, please don't leave me!|Nie... Nie, nie odchodź, proszę... Nie zostawiaj mnie tu! Błagam, nie zostawiaj mnie!|"Nie... Nie idź, proszę! Nie odchodź ode mnie! Błagam cię, proszę nie odchodź ode mnie!

To tłumaczenie oddaje emocjonalny ton oryginalnego zdania w języku angielskim. Warto zauważyć, że w języku polskim często używamy bardziej bezpośrednich form wyrażania próśb i błagań, co jest zgodne z naturalnym stylem komunikacji w tym języku."|Nie... Nie, proszę, nie idź! Nie zostawiaj mnie! Błagam cię, proszę, nie zostawiaj mnie!|Nie... Nie idź, proszę! Nie odchodź ode mnie! Błagam cię, proszę nie odchodź ode mnie!|Nie... Nie odchodź, proszę! Nie zostawiaj mnie! Błagam cię, proszę nie zostawiaj mnie!
I'm ready.|Chcę walczyć.|"Tłumaczenie tego zdania na język polski brzmi:

Jestem gotowy.

Warto zauważyć, że w języku angielskim ""I'm"" to skrócona forma od ""I am"", co oznacza ""jestem"". W języku polskim używamy formy ""jestem"" bezpośrednio, bez dodatkowych skrótów."|Jestem gotowy.|Jestem gotowy.|Jestem gotowy/gotowa.
I hear Olaf's been off meat for two days.|Ponoć Olaf od dwóch dni mięsa nie żarł.|"Tłumaczenie tego zdania na język polski brzmi:

""Słyszałem, że Olaf od dwóch dni nie je mięsa.""

To zdanie sugeruje, że ktoś mówi o tym, co usłyszał od innej osoby lub w jakimś kontekście społecznym. Może to być komentarz dotyczący diety, postu lub innego rodzaju wyboru żywieniowego Olafa. Zdanie jest sformułowane w sposób potoczny i może być użyte w codziennej rozmowie."|Słyszę, że Olaf jest bez mięsa od dwóch dni.|Słyszałem, że Olaf od dwóch dni nie je mięsa.|Słyszę, że Olaf od dwóch dni nie je mięsa.
What now?|To co teraz?|"Co teraz?

To tłumaczenie jest dosłowne i bezpośrednie. ""What now?"" w języku angielskim może być używane jako pytanie o to, co się dzieje w danym momencie lub co należy zrobić dalej. W języku polskim odpowiednikiem tego wyrażenia jest po prostu ""Co teraz?""."|Co teraz?|Co teraz?|Co teraz?
That's everything for now. Thanks for your help… and I promise to avenge them.|To wszystko. Dziękuję za pomoc... I obiecuję, że ich pomszczę.|"To tłumaczenie na język polski:

""To wszystko na teraz. Dziękuję za pomoc... i obiecuję, że się zemszczę.""

Warto zauważyć, że to zdanie może być używane w różnych kontekstach, często w sytuacjach dramatycznych lub emocjonalnych. Może wyrażać wdzięczność za wsparcie, ale jednocześnie zapowiadać przyszłą zemstę. Jest to dość mocne stwierdzenie, które może mieć poważne konsekwencje w relacjach międzyludzkich."|To wszystko na razie. Dziękuję za pomoc... i obiecuję zemścić się na nich.|"Tłumaczenie na język polski:

To wszystko na teraz. Dziękuję za pomoc... i obiecuję, że się zemszczę."|To wszystko na teraz. Dziękuję za pomoc... i obiecuję się zemścić.
Mhm. I handle creatures like that, I know how. I can kill him for you, provided you have the coin.|Tak. Wiem jak sobie radzić z takimi stworzeniami. Jeśli macie pieniądze, mogę go dla was zabić.|"Tłumaczenie na polski:

Mhm. Ja się zajmuję takimi stworzeniami, wiem jak. Mogę go dla ciebie zabić, jeśli masz monetę.

To tłumaczenie oddaje sens oryginalnego zdania, uwzględniając kontekst i intonację mowy potocznej. Warto zauważyć, że ""coin"" może być przetłumaczone jako ""moneta"", co sugeruje zapłatę lub nagrodę za wykonanie zadania."|Mhm. Zajmuję się takimi stworzeniami, wiem jak. Mogę go dla ciebie zabić, pod warunkiem że masz monetę.|Mhm. Ja się zajmuję takimi stworzeniami, wiem jak. Mogę go dla ciebie zabić, jeśli masz monetę.|Mhm. Mam do czynienia z takimi stworzeniami, wiem jak. Mogę go dla ciebie zabić, pod warunkiem że masz pieniądze.
Means the djinn granted your wish…|Że dżinn spełnił twoje życzenie...|"Oto tłumaczenie na język polski:

""Dżin spełnił twoje życzenie...""

To zdanie jest w formie przeszłej, co sugeruje, że życzenie zostało już spełnione. Może być użyte jako początek opowieści lub dialogu, gdzie ktoś wspomina o tym, jak dżin spełnił czyjeś życzenie."|Oznacza to, że dżin spełnił twoje życzenie...|Dżin spełnił twoje życzenie...|Oznacza to, że dżin spełnił twoje życzenie...
