en_text|pl_text|result_one_shot|translation_one_shot|result_three_shot|translation_three_shot
Hjalmar! Hjalmar! Hjalmar! Hjalmar!|HJALMAR! HJALMAR! HJALMAR! HJALMAR!|"Zdanie po angielsku: Hjalmar! Hjalmar! Hjalmar! Hjalmar!

Tłumaczenie: [Hjalmar! Hjalmar! Hjalmar! Hjalmar!]

W tym przypadku, ponieważ zdanie składa się z powtarzającego się imienia ""Hjalmar"", nie ma potrzeby tłumaczenia go na inne słowo czy frazę w języku polskim. Imię pozostaje takie samo, więc można je zapisać bez zmian w nawiasach kwadratowych."|Hjalmar! Hjalmar! Hjalmar! Hjalmar!|"Zdanie po angielsku: Hjalmar! Hjalmar! Hjalmar! Hjalmar!

Tłumaczenie: [Hjalmar! Hjalmar! Hjalmar! Hjalmar!]

W tym przypadku nie ma potrzeby tłumaczenia samego imienia ""Hjalmar"" na język polski, ponieważ jest to nazwisko lub imię osobiste, które pozostaje bez zmian w różnych językach. Zapisujemy je dokładnie tak samo, jak zostało przedstawione w oryginalnym zdaniu."|Hjalmar! Hjalmar! Hjalmar! Hjalmar!
I should hope so. Found it a ruin when I came here from Undvik. Gulls shittin' into the tankards through the gaps in the thatch. I bought the hut, rolled up my sleeves and made a proper alehouse out of it.|No chyba. Gdy przybyłem z Undvik, stała tu ruina. Mewy srały do kufli przez dziury w strzesze. Kupiłem tę budę, zakasałem rękawy i zrobiłem z niej porządny lokal.|"Zdanie po angielsku: I should hope so. Found it a ruin when I came here from Undvik. Gulls shittin' into the tankards through the gaps in the thatch. I bought the hut, rolled up my sleeves and made a proper alehouse out of it.

Tłumaczenie: [Mam nadzieję, że tak. Zastałem to miejsce w ruinie, gdy przybyłem tu z Undvik. Mewy srały do kufli przez szpary w strzesze. Kupiłem chatę, zakasałem rękawy i zrobiłem z tego porządną karczmę.]"|Mam nadzieję, że tak. Zastałem to miejsce w ruinie, gdy przybyłem tu z Undvik. Mewy srały do kufli przez szpary w strzesze. Kupiłem chatę, zakasałem rękawy i zrobiłem z tego porządną karczmę.|"Oto tłumaczenie podanego zdania na język polski:

[Mam nadzieję, że tak. Znalazłem je w ruinie, gdy tu przybyłem z Undvik. Mewy srały do kufli przez szpary w strzesze. Kupiłem chatę, zakasałem rękawy i zrobiłem z niej porządną karczmę.]"|Mam nadzieję, że tak. Znalazłem je w ruinie, gdy tu przybyłem z Undvik. Mewy srały do kufli przez szpary w strzesze. Kupiłem chatę, zakasałem rękawy i zrobiłem z niej porządną karczmę.
Keep your distance, drifter!|Trzymaj się ode mnie z daleka, przybłędo!|"Zdanie po angielsku: Keep your distance, drifter!

Tłumaczenie: [Trzymaj się z daleka, włóczęgo!]"|Trzymaj się z daleka, włóczęgo!|Tłumaczenie: [Trzymaj się z daleka, włóczęgo!]|Trzymaj się z daleka, włóczęgo!
Leave me be, woman. I agreed to come back to ye, not to love ye.|Zgodziłem się do ciebie wrócić. Ale to nie znaczy, że będę cię kochać.|"Zdanie po angielsku: Leave me be, woman. I agreed to come back to ye, not to love ye.

Tłumaczenie: [Daj mi spokój, kobieto. Zgodziłem się wrócić do ciebie, nie żeby cię kochać.]"|Daj mi spokój, kobieto. Zgodziłem się wrócić do ciebie, nie żeby cię kochać.|Tłumaczenie: [Zostaw mnie w spokoju, kobieto. Zgodziłem się wrócić do ciebie, nie żeby cię kochać.]|Zostaw mnie w spokoju, kobieto. Zgodziłem się wrócić do ciebie, nie żeby cię kochać.
No… Nay, don't go, please! Don't leave me! I beg ye, please don't leave me!|Nie... Nie, nie odchodź, proszę... Nie zostawiaj mnie tu! Błagam, nie zostawiaj mnie!|"Zdanie po angielsku: No… Nay, don't go, please! Don't leave me! I beg ye, please don't leave me!

Tłumaczenie: [Nie... Nie, proszę, nie idź! Proszę, nie zostawiaj mnie! Błagam cię, proszę, nie zostawiaj mnie!]"|Nie... Nie, proszę, nie idź! Proszę, nie zostawiaj mnie! Błagam cię, proszę, nie zostawiaj mnie!|"Oto tłumaczenie podanego zdania na język polski:

[Nie... Nie, proszę nie idź! Nie zostawiaj mnie! Błagam cię, proszę nie zostawiaj mnie!]"|Nie... Nie, proszę nie idź! Nie zostawiaj mnie! Błagam cię, proszę nie zostawiaj mnie!
I'm ready.|Chcę walczyć.|"Zdanie po angielsku: I'm ready.

Tłumaczenie: [Jestem gotowy/gotowa.]"|Jestem gotowy/gotowa.|"Oczywiście! Oto tłumaczenie podanego zdania ""I'm ready"" na język polski:

[Jestem gotowy/gotowa.]

Wyjaśnienie:
- ""I'm"" to skrócona forma czasownika ""I am,"" co w języku polskim odpowiada formom ""Jestem.""
- ""ready"" oznacza ""gotowy"" lub ""gotowa,"" w zależności od płci osoby mówiącej. W tym kontekście używamy formy ""gotowy"" dla rodzaju męskiego i ""gotowa"" dla rodzaju żeńskiego.

Jeśli masz więcej pytań dotyczących tłumaczeń, chętnie pomogę!"|Jestem gotowy/gotowa.
I hear Olaf's been off meat for two days.|Ponoć Olaf od dwóch dni mięsa nie żarł.|"Zdanie po angielsku: I hear Olaf's been off meat for two days.

Tłumaczenie: [Słyszałem, że Olaf od dwóch dni nie je mięsa.]"|Słyszałem, że Olaf od dwóch dni nie je mięsa.|Tłumaczenie: [Słyszę, że Olaf od dwóch dni nie je mięsa.]|Słyszę, że Olaf od dwóch dni nie je mięsa.
What now?|To co teraz?|"Zdanie po angielsku: What now?

Tłumaczenie: [Co teraz?]"|Co teraz?|Tłumaczenie: [Co teraz?]|Co teraz?
That's everything for now. Thanks for your help… and I promise to avenge them.|To wszystko. Dziękuję za pomoc... I obiecuję, że ich pomszczę.|"Zdanie po angielsku: That's everything for now. Thanks for your help… and I promise to avenge them.

Tłumaczenie: [To wszystko na teraz. Dziękuję za pomoc... i obiecuję się zemścić.]"|To wszystko na teraz. Dziękuję za pomoc... i obiecuję się zemścić.|"To zdanie po angielsku: ""That's everything for now. Thanks for your help… and I promise to avenge them.""

Tłumaczenie na język polski: [To wszystko na teraz. Dziękuję za pomoc... i obiecuję się zemścić na nich.]"|To wszystko na teraz. Dziękuję za pomoc... i obiecuję się zemścić na nich.
Mhm. I handle creatures like that, I know how. I can kill him for you, provided you have the coin.|Tak. Wiem jak sobie radzić z takimi stworzeniami. Jeśli macie pieniądze, mogę go dla was zabić.|"Zdanie po angielsku: Mhm. I handle creatures like that, I know how. I can kill him for you, provided you have the coin.

Tłumaczenie: [Mhm. Zajmuję się takimi stworzeniami, wiem jak. Mogę go dla ciebie zabić, pod warunkiem że masz monetę.]"|Mhm. Zajmuję się takimi stworzeniami, wiem jak. Mogę go dla ciebie zabić, pod warunkiem że masz monetę.|[Mhm. Zajmuję się takimi stworzeniami, wiem jak. Mogę go dla ciebie zabić, jeśli masz monety.]|Mhm. Zajmuję się takimi stworzeniami, wiem jak. Mogę go dla ciebie zabić, jeśli masz monety.
Means the djinn granted your wish…|Że dżinn spełnił twoje życzenie...|"Zdanie po angielsku: Means the djinn granted your wish...

Tłumaczenie: [To oznacza, że dżin spełnił twoje życzenie...]"|To oznacza, że dżin spełnił twoje życzenie...|"Oczywiście! Oto tłumaczenie podanego zdania na język polski:

Means the djinn granted your wish…

Tłumaczenie: [To znaczy, że dżin spełnił twoje życzenie…]"|To znaczy, że dżin spełnił twoje życzenie…
Extortin' protection coin, eh? Take it, take all I got. And choke on it, you bugger.|Więc wymuszasz haracze? Masz, weź wszystko, co mam. I udław się.|"Zdanie po angielsku: Extortin' protection coin, eh? Take it, take all I got. And choke on it, you bugger.

Tłumaczenie: [Wymuszać monetę ochronną, co? Weź ją, weź wszystko, co mam. A udław się nią, ty draniu.]"|Wymuszać monetę ochronną, co? Weź ją, weź wszystko, co mam. A udław się nią, ty draniu.|[Wymuszać ochronne monety, co? Weź je, weź wszystko co mam. A udław się tym, ty draniu.]|Wymuszać ochronne monety, co? Weź je, weź wszystko co mam. A udław się tym, ty draniu.
A toast, to honor King Bran's memory.|Wznieśmy toast i uczcijmy pamięć króla Brana.|"Zdanie po angielsku: A toast, to honor King Bran's memory.

Tłumaczenie: [Toast, aby uczcić pamięć Króla Brana.]

Warto zauważyć, że ""King Bran"" może być imieniem lub nazwiskiem postaci fikcyjnej lub historycznej, dlatego pozostaje ono nieprzetłumaczone. W kontekście polskim, toast często jest formułowany jako ""za czyjąś pamięć"", ale forma ""aby uczcić pamięć"" również jest poprawna i pasuje do kontekstu tego zdania."|Toast, aby uczcić pamięć Króla Brana.|Tłumaczenie: [Toast za uczczenie pamięci Króla Brana.]|Toast za uczczenie pamięci Króla Brana.
So be it… One time only, though.|Niech będzie... Byle jednorazowo.|"Zdanie po angielsku: So be it... One time only, though.

Tłumaczenie: [Niech tak będzie... Tylko ten jeden raz.]"|Niech tak będzie... Tylko ten jeden raz.|Tłumaczenie: [Niech tak będzie... Ale tylko ten jeden raz.]|Niech tak będzie... Ale tylko ten jeden raz.
A troll, of course.|Troll, rzecz jasna.|"Zdanie po angielsku: A troll, of course.

Tłumaczenie: [Oczywiście troll.]"|Oczywiście troll.|Tłumaczenie: [Oczywiście troll.]|Oczywiście troll.
You spied a dragon?!|Smoka żeście dojrzeli?|"Zdanie po angielsku: You spied a dragon?!

Tłumaczenie: [Widziałeś smoka?!]"|Widziałeś smoka?!|Tłumaczenie: [Widziałeś smoka?!]|Widziałeś smoka?!
They make friends?|Pogodzili się?|"Zdanie po angielsku: They make friends?

Tłumaczenie: [Czy oni się zaprzyjaźniają?] lub [Czy oni robią przyjaciół?]

Warto zauważyć, że to zdanie jest niepełne i może być interpretowane jako pytanie o proces tworzenia przyjaźni lub jako stwierdzenie, które wymaga dodatkowego kontekstu. W zależności od intencji mówiącego, tłumaczenie może się różnić."|Czy oni się zaprzyjaźniają?|"Tłumaczenie: [Czy oni się zaprzyjaźniają?] lub [Czy oni się zaprzyjaźnią?]

W tym przypadku zdanie ""They make friends?"" jest nieco niejasne gramatycznie w języku angielskim. Można je interpretować jako pytanie o proces zaprzyjaźniania się (czy oni się zaprzyjaźniają) lub jako pytanie o rezultat tego procesu (czy oni się zaprzyjaźnią). Obie formy są poprawne w kontekście polskiego tłumaczenia."|Czy oni się zaprzyjaźniają?
Only that pleases them, so they ask for more and more.|Tylko ono jest im miłe... Dlatego chcą go coraz więcej.|"Zdanie po angielsku: Only that pleases them, so they ask for more and more.

Tłumaczenie: [Tylko to ich zadowala, dlatego proszą o coraz więcej i więcej.]"|Tylko to ich zadowala, dlatego proszą o coraz więcej i więcej.|Tłumaczenie: [Tylko to ich cieszy, więc proszą o coraz więcej i więcej.]|Tylko to ich cieszy, więc proszą o coraz więcej i więcej.
Second part's harder still. Ye'll enter a flooded cavern, have to swim its passages, all beneath water. Only men of these isles're capable of the feat.|Druga część jest jeszcze trudniejsza. Musisz się dostać do podwodnej jaski, nurkując pod wodą. Tylko człowiek stąd może tego dokonać.|"Druga część jest jeszcze trudniejsza. Wejdziesz do zalanej jaskini, będziesz musiał pływać jej korytarzami, cały czas pod wodą. Tylko mężczyźni z tych wysp są zdolni do tego wyczynu.

Tłumaczenie: [Druga część jest jeszcze trudniejsza. Wejdziesz do zalanej jaskini, będziesz musiał pływać jej korytarzami, cały czas pod wodą. Tylko mężczyźni z tych wysp są zdolni do tego wyczynu.]"|Druga część jest jeszcze trudniejsza. Wejdziesz do zalanej jaskini, będziesz musiał pływać jej korytarzami, cały czas pod wodą. Tylko mężczyźni z tych wysp są zdolni do tego wyczynu.|"Drugie zadanie jest trudniejsze. Wejdziesz do zalanej jaskini, będziesz musiał pływać jej korytarzami, cały czas pod wodą. Tylko mężczyźni z tych wysp są zdolni do tego wyczynu.

Tłumaczenie: [Druga część jest jeszcze trudniejsza. Wejdziesz do zalanej jaskini, będziesz musiał pływać jej korytarzami, cały czas pod wodą. Tylko mężczyźni z tych wysp są w stanie dokonać tego wyczynu.]"|Druga część jest jeszcze trudniejsza. Wejdziesz do zalanej jaskini, będziesz musiał pływać jej korytarzami, cały czas pod wodą. Tylko mężczyźni z tych wysp są w stanie dokonać tego wyczynu.
Sword at the ready, witcher.|Miej miecz w pogotowiu.|"Zdanie po angielsku: Sword at the ready, witcher.

Tłumaczenie: [Miecz gotowy do użycia, wiedźminie.]

Warto zauważyć, że słowo ""witcher"" w tym kontekście odnosi się do postaci Geralta z Rivii z serii książek Andrzeja Sapkowskiego oraz gier komputerowych Wiedźmin, co może sugerować, że jest to cytat lub nawiązanie do tej sagi."|Miecz gotowy do użycia, wiedźminie.|Tłumaczenie: [Miecz w pogotowiu, wiedźminie.]|Miecz w pogotowiu, wiedźminie.
Celandine would dull the pain.|Jaskółcze ziele uśmierzyłoby ból.|"Zdanie po angielsku: Celandine would dull the pain.

Tłumaczenie: [Celendula złagodziłaby ból.]

Warto zauważyć, że ""celendula"" to nazwa rośliny (dziewanna), która może być używana jako środek znieczulający lub łagodzący ból. W tym kontekście, zdanie sugeruje, że działanie tej rośliny mogłoby zmniejszyć odczuwany ból."|Celendula złagodziłaby ból.|"Tłumaczenie: [Celendyna uśmierzyłaby ból.]

Wyjaśnienie: ""Celandine"" odnosi się do rośliny zwanej ""dziewanna"", która w niektórych kontekstach może być używana jako środek łagodzący ból. Zdanie sugeruje, że dziewanna mogłaby pomóc w zmniejszeniu lub uśmierzeniu bólu."|Celendyna uśmierzyłaby ból.
Sure, I'll knock one back with you, Lugos.|Dobrze. Chętnie się z tobą napiję, Lugosie.|"Zdanie po angielsku: Sure, I'll knock one back with you, Lugos.

Tłumaczenie: [Pewnie, z chęcią się z tobą napiję, Lugos.]

Warto zauważyć, że to tłumaczenie może być nieco kolokwialne i odnosić się do sytuacji, gdy dwie osoby umawiają się na wspólne picie alkoholu lub innego napoju. ""Knock one back"" to potoczny zwrot oznaczający wypicie jednej kolejki lub jednego drinka."|Pewnie, z chęcią się z tobą napiję, Lugos.|"Oczywiście, wypiję jednego z tobą, Lugos.

Tłumaczenie: [Jasne, napiję się z tobą, Lugos.]"|Jasne, napiję się z tobą, Lugos.
Er…well…|No...|"Zdanie po angielsku: Er…well…

Tłumaczenie: [Eh… no cóż…]

Uwaga: To zdanie nie jest pełnym zdaniem, raczej wstępem lub przejściem do dalszej wypowiedzi, więc tłumaczenie może się różnić w zależności od kontekstu. Często używa się go jako sposób na zebranie myśli lub rozpoczęcie wyjaśnienia czegoś."|Eh… no cóż…|"Przepraszam, ale nie widzę żadnego pełnego zdania w języku angielskim do przetłumaczenia. Podałeś tylko fragment ""Er…well…"", który jest raczej wstępem do dłuższej wypowiedzi lub reakcją na pytanie, a nie samodzielnym zdaniem.

Jeśli chcesz, abym przetłumaczył całe zdanie, które zawiera ten fragment, proszę podaj pełne zdanie po angielsku. Na przykład:

""Er... well... I don't know.""

Tłumaczenie: [Eh... no cóż... Nie wiem.]

Proszę podaj pełne zdanie, które chcesz przetłumaczyć, a ja postaram się pomóc."|Eh... no cóż... Nie wiem.
Know me?|Znasz mnie?|"Zdanie po angielsku: Know me?

Tłumaczenie: [Poznaj mnie?]"|Poznaj mnie?|"Zdanie po angielsku: Know me?

Tłumaczenie: [Znasz mnie?]"|Znasz mnie?
What herbs are these?|Co to za zioła?|"Zdanie po angielsku: What herbs are these?

Tłumaczenie: [Jakie to zioła?]"|Jakie to zioła?|Tłumaczenie: [Jakie to są zioła?]|Jakie to są zioła?
Shit…!|Zaraza...!|"Zdanie po angielsku: Shit…!

Tłumaczenie: [Cholera...!]

Uwaga: Warto zauważyć, że to słowo jest bardzo potoczne i może być uznane za wulgarne w niektórych kontekstach. W formalnych sytuacjach lepiej użyć łagodniejszego określenia, np. ""Ach!"" lub ""Ojej!""."|Cholera...!|"Zdanie po angielsku: Shit…!

Tłumaczenie: [Cholera...!]

Uwaga: Warto pamiętać, że słowo ""shitter"" (które nie było użyte w tym kontekście) jest wulgaryzmem i może być uznane za obraźliwe w niektórych sytuacjach. W tym przypadku, odpowiedniejszym tłumaczeniem byłoby ""cholera"", które oddaje emocjonalny ton oryginalnego wyrażenia bez użycia wulgaryzmów."|Cholera...!
Just wanna get some air.|Chciałem tylko zaczerpnąć powietrza.|"Zdanie po angielsku: Just wanna get some air.

Tłumaczenie: [Chcę tylko zaczerpnąć trochę świeżego powietrza.]

Warto zauważyć, że ""wanna"" to potoczne skrócone słowo od ""want to"", które w tym kontekście można przetłumaczyć jako ""chcę"". Całe zdanie jest nieformalnym sposobem wyrażenia chęci wyjścia na zewnątrz lub zrobienia przerwy."|Chcę tylko zaczerpnąć trochę świeżego powietrza.|Tłumaczenie: [Chcę tylko zaczerpnąć trochę świeżego powietrza.]|Chcę tylko zaczerpnąć trochę świeżego powietrza.
Me wife's mum marchin' at their head!|To na ich czele pójdzie moja teściowa!|"Zdanie po angielsku: Me wife's mum marchin' at their head!

Tłumaczenie: [Moja teściowa maszeruje na ich czele!]"|Moja teściowa maszeruje na ich czele!|Tłumaczenie: [Moja teściowa maszeruje na ich czele!]|Moja teściowa maszeruje na ich czele!
Farewell.|Bywaj.|"Zdanie po angielsku: Farewell.

Tłumaczenie: [Do widzenia.]"|Do widzenia.|"Oczywiście! Oto tłumaczenie podanego zdania ""Farewell"" na język polski:

[Do widzenia.]"|Do widzenia.
Key to finding Ciri is that ugly… thing Skjall saw on the beach. That's what I think.|Wygląda na to, że kluczem do odnalezienia Ciri jest ten... Brzydal, którego Skjall widział na plaży.|"Zdanie po angielsku: Key to finding Ciri is that ugly… thing Skjall saw on the beach. That's what I think.

Tłumaczenie: [Klucz do odnalezienia Ciri to ten brzydki... przedmiot, który Skjall zobaczył na plaży. Tak myślę.]"|Klucz do odnalezienia Ciri to ten brzydki... przedmiot, który Skjall zobaczył na plaży. Tak myślę.|Tłumaczenie: [Klucz do odnalezienia Ciri to ten brzydki... przedmiot, który Skjall widział na plaży. Tak myślę.]|Klucz do odnalezienia Ciri to ten brzydki... przedmiot, który Skjall widział na plaży. Tak myślę.
