en_text|pl_text|bielik_translation|mixtral-8x22B_translation|llama3.1_translation|google_translation
Stopped to consider that somebody might've duped them, used them?|A nie przyszło ci do głowy, że oni mogą być tylko czyimś narzędziem?|Zatrzymali się, aby rozważyć, że ktoś mógł ich oszukać, wykorzystać?| Zastanowić się, że ktoś mógł oszukać ich, wykorzystać ich?|Zatrzymał się by rozważyć czy ktoś ich nie zmylił, wykorzystał?|Zatrzymałeś się i pomyślałeś, że ktoś mógł ich oszukać, wykorzystać?
I'd like to look at your choice of swords.|Pozwól, że rzucę okiem na twoje miecze.|Chciałbym przyjrzeć się twojemu wyborowi mieczy.| Chciałbym (or Chciałabym dla kobiet) przejrzeć Twoją ofertę mieczy.|Chciałbym zobaczyć twoją kolekcję mieczy.|Chciałbym przyjrzeć się Twojemu wyborowi mieczy.
The gods are not kind, Jarl. Our isles are in for hard times.|Bogowie nie są łaskawi. Nasze wyspy czekają ciężkie czasy, panie.|Bogowie nie są łaskawi, Jarlu. Nasze wyspy czekają ciężkie czasy.| Bógowie nie są łagodni, Jarlze. Twarde czasy nadchodzą na nasze wyspy.|Bogowie nie są łaskawi, Jarlu. Nasze wyspy czekają ciężkie czasy.|Bogowie nie są łaskawi, Jarl. Nasze wyspy czekają ciężkie czasy.
Went to look at the tracks in the woods. Spirit sure knows how to make an impression on intruders.|Obejrzałem ślady w lesie. Wasz Duch wie, jak zrobić wrażenie na intruzach.|Poszedłem popatrzyć na tory w lesie. Duch z pewnością wie, jak zrobić wrażenie na intruzach.| Przeszedłem, żeby zajrzeć na ślady w lesie. Duch na pewno umie zrobić wrażenie na intruzach.|Poszedłem zobaczyć ślady w lesie. Duch na pewno wie jak robić wrażenie na intruzach.|Poszedłem obejrzeć ślady w lesie. Duch z pewnością wie, jak zrobić wrażenie na intruzach.
C'mon, Yergen, change his dare. He doesn't gotta go to the cemetery, it's haunted.|Dobra, Yergen, zmieńmy mu wyzwanie. Nie musi iść na cmentarz, tam straszy.|No dalej, Yergen, zmień jego wyzwanie. Nie musi iść na cmentarz, tam straszy.| 'No daj Yergen, zmień ten wyzwanie. Nie musi iść do cmentarza, jest nawiedzony.'|No dawaj, Yergenie, zmień mu wyzwanie. On nie musi iść na cmentarz, bo jest ziem oniemanymi.|No dalej, Yergen, zmień wyzwanie. Nie musi iść na cmentarz, bo jest nawiedzony.
Keep it on until we've seen everything.|Nie ściągaj jej, póki nie zobaczymy wszystkiego.|Zostaw to włączone, dopóki nie zobaczymy wszystkiego.|" ""Trzymajcie to włączone, dopóki wszystko nie zobaczymy."""|Zostaw to włączone aż zobaczymy wszystko.|Kontynuuj, aż zobaczymy wszystko.
Ice Troll|Lodowy troll|Lodowy Troll| 'Lodowy Troll' (in Polish)|Lodowy Troll|Troll lodowy
Farewell.|Bywaj.|Żegnaj.| Żegnaj.|Żegnaj.|Pożegnanie.
You're mad, woman! Mad, I say!|Oszalałaś! Oszalałaś, kobieto!|"""Oszalałaś, kobieto! Oszalałaś, mówię!"""| Jesteś szalona, kobieto! Szalona mówię!|Jesteś szalona, kobieta! Szalona mówię!|Jesteś szalona, kobieto! Szalona, powiadam!
Aye, well done… But what's that compared to Hjalmar? He killed a giant.|No ładnie, ładnie... Ale gdzie ci do Hjalmara. On giganta ubił.|Tak, dobra robota... Ale co to jest w porównaniu do Hjalmara? On zabił olbrzyma.| Dobrze, świetnie... Ale co to jest w porównaniu do Hjalmara? Zabił on olbrzyma.|Tak, dobrze zrobione… Ale co to jest w porównaniu z Hjalmartem? On zabił olbrzyma.|Tak, dobra robota... Ale co to jest w porównaniu do Hjalmara? Zabił olbrzyma.
Think the gods would've seen Svanrige's strength?|Myślisz, że bogowie by się lepiej na Svanrigem poznali?|Czy bogowie widzieli siłę Svanrigego?| 'Czy bogowie zauważyliby siłę Svanrige?'|Czy bogowie zobaczyli by siłę Swenryga?|Myślisz, że bogowie dostrzegli siłę Svanrige&#39;a?
Spikeroog. And no one.|Na Spikeroog. Sama.|Spikeroog. I nikt więcej.| 'Spikeroog. I żaden inny.'|Oko Spiera, a nikt więcej|Spikeroog. I nikt.
Let's go see Udalryk. Be interesting to see if there actually is a ghost in all this.|Chodźmy do niego. Jestem ciekaw, czy naprawdę chodzi o nawiedzenie...|Chodźmy zobaczyć Udalryka. Będzie ciekawe sprawdzić, czy naprawdę jest w tym wszystkim jakiś duch.| Chodźmy zobaczyć się z Udalrykiem. Będzie to ciekawe, żeby sprawdzić, czy rzeczywiście jest tu duch.|Pójdźmy zobaczyć Udalryka. Będzie ciekawe zobaczyć, czy w całej tej sprawie rzeczywiście jest choć jeden duch.|Chodźmy zobaczyć Udalryka. Będzie ciekawie zobaczyć, czy w tym wszystkim jest jakiś duch.
You a novice? 'Cause I'd never take you for a priestess…|Jesteś nowicjuszką? Bo na kapłankę mi nie wyglądasz...|Jesteś nowicjuszką? Bo nigdy bym cię nie wziął za kapłankę...| Ty nowicjuszka? Bo nigdy bym nie o tobie myślał, że jesteś kapłanką...|Jesteś początkująca? Bo nigdy bym cię nie wziął za kapłankę...'|Jesteś nowicjuszką? Bo nigdy bym cię nie wzięła za kapłankę...
What kind of entertainment you got in mind?|A jakie tu macie rozrywki?|Jaką rozrywkę masz na myśli?| Jaką rozrywkę masz na myśli?|Jaki rodzaj rozrywki masz na myśli?|Jakiego rodzaju rozrywkę masz na myśli?
But how're we to fight a wraith? No steel will wound it. No armor will protect ye from it!|Ale jak z upiorem walczyć? Żelazem go nie zranisz. Żadna zbroja cię przed nim nie ochroni!|Ale jak mamy walczyć z widmem? Żadne ostrze go nie zrani. Żadna zbroja was przed nim nie ochroni!| Ale jak walczyć z wieszczem? Żadna stal go nie zrani. Żadna zbroja nie ochroni Cię przed nim!|Ale jak właściwie mamy walczyć z zmorą? Żaden stal nie zrani go. Żadna zbroja nie uchroni cię przed nią!|Ale jak mamy walczyć z widmem? Żadna stal go nie zrani. Żadna zbroja cię przed nim nie ochroni!
Olaf|Olaf|Olaf|" ""Olaf"" w języku polskim to także ""Olaf"". Jest to imię męskie, pochodzące z języka staronordyckiego. W Polsce może być zapisywane również jako ""Olof""."|Olgierd|Olaf
Sides, it's time I went home. They must all think me dead there.|Czas wracać w rodzinne strony – w domu pewnie wszyscy myślą, że nie żyję.|Z boku, czas wracać do domu. Na pewno myślą tam, że nie żyję.| Przecież czas, żebym poszedł do domu. Muszą wszyscy sądzić, że jestem tam martwy.|Zresztą, czas już mnie stąd do domu. Oni tam pewnie myślą, że nie żyję.|Sides, czas wracać do domu. Wszyscy tam muszą myśleć, że umarłem.
I wanna travel the Path of Warriors.|Chciałbym przejść szlak wojowników.|Chcę podróżować Szlakiem Wojowników.| Chcę podróżować Ścieżką Wojowników.|Chcę ruszyć Ścieżką Wojowników.|Chcę podążać Ścieżką Wojowników.
Today, by the grace of the gods and the clans, a new ruler takes the crown.|Dziś, z woli bogów i klanów, wstąpi na tron nowy przywódca.|Dziś, dzięki łasce bogów i klanów, nowy władca przejmuje koronę.|" Dziś, dzięki łasce bogów i klanów, nowy władca przyjmuje koronę.

[Source (Polish to English translator) - Google Translate.]"|Dziś za sprawą łaski bogów i klanów nowy władca obejmuje koronę.|Dziś, z łaski bogów i klanów, nowy władca obejmuje koronę.
It leads along the crest of Mount Aardeklove. You'll find a crimson shawl at the peak. Bring that back as proof you've reached the path's end.|Poprowadzi cię wzdłuż grani góry Ardvark. Na szczycie znajdziesz szkarłatny szal. Przynieś go na dowód, żeś dotarł do końca szlaku.|Prowadzi wzdłuż grani Góry Aardeklove. Na szczycie znajdziesz szkarłatną chustę. Przynieś ją jako dowód, że dotarłeś do końca ścieżki.| Ten szlak prowadzi wzdłuż grzbietu góry Aardeklove. Na szczycie znajdziesz krymsonową szalę. Przynieś ją jako dowód, że dotarłeś do końca ścieżki.|Prowadzi wzdłuż grzbietu góry Aardeklove. Znajdziesz szkarłatną chustę na szczycie. Przynieś ją jako dowód, że dotarłeś do końca ścieżki.|Prowadzi wzdłuż grzbietu Mount Aardeklove. Na szczycie znajdziesz szkarłatny szal. Zabierz go ze sobą jako dowód, że dotarłeś do końca ścieżki.
Who, you mean…|Raczej kto...|Kto, masz na myśli...| Kto, myślisz...|Kto masz na myśli …|Kogo, masz na myśli…
Got nails and twine for you.|Mam dla ciebie gwoździe i dratwę.|Mam gwoździe i sznurek dla ciebie.| Mam dla Ciebie gwoździe i sznurek.|Mam dla ciebie gwoździe i sznurek.|Mam dla ciebie gwoździe i sznurek.
Salty?|Solony?|"""Słony?"""| Słone?|Słony?|Słony?
Comin' with me?|Idziesz ze mną?|Przyjdziesz ze mną?|" ""Idę z mną?"""|Chcesz ze mną przyjść?|Idziesz ze mną?
Crach's son Hjalmar, his head's melted! He sailed off to kill the Ice Giant!|Hjalmar, syn Cracha rozum postradał! Sam popłynąl Lodowego Giganta ubić!|Syn Cracha Hjalmar, jego głowa się roztopiła! Odpłynął, żeby zabić Lodowego Olbrzyma!|" ""Syn Hjalmar Cracha, jego głowa stopiła się! Wypłynął, by zabić Lodowego Olbrzyma!"""|Syn Cracha Hjalmara, jego głowa stopiła się. Wyprawił się zabić lodowego giganta!|Syn Cracha, Hjalmar, ma stopioną głowę! Odpłynął, by zabić Lodowego Olbrzyma!
Let's get outta here. Now.|Chodźmy stąd... Jak najszybciej.|Wynośmy się stąd. Teraz.| Wyjdźmy stąd. Teraz.|Wyjdźmy stąd. Już.|Wynośmy się stąd. Teraz.
Let's go home, Njal, no point standin' here.|Chodź do domu, Njal, nie ma co tu stać...|Chodźmy do domu, Njal, nie ma sensu tak tutaj stać.| Wróćmy do domu, Njalu, nie ma sensu stawać tu dłużej.|Chodźmy do domu, Njalu, nie ma sensu stać tutaj.|Wracajmy do domu, Njal, nie ma sensu tu stać.
Let it slide. This time.|Odpuszczę ci. Tym razem.|Puść to. Tym razem.|" ""Zostaw to z boku. Tym razem."""|Pozwól mu zmazać. Tym razem.|Odpuść sobie. Tym razem.
Lookin' for somethin' specific?|Chcesz coś kupić?|Szukasz czegoś konkretnego?| Szukasz czegoś konkretnego?|Szukasz czegoś konkretnego?|Szukasz czegoś konkretnego?
Whales in the hundreds…|Tu musi być z setka wielorybów...|Wieloryby w setkach...|" ""Setki wielorybów..."""|Wieloryby setki...|Setki wielorybów…
You see right.|Nie inaczej.|Widzisz właściwie.| Widzisz to słusznie.|'Masz rację.'|Widzisz dobrze.
Intruder in laboratory. Commencing beast teleportation.|Intruz w laboratorium. Teleportacja bestii rozpoczęta.|Włamywacz w laboratorium. Rozpoczynając teleportację bestii.| 'Niepożądana osoba w laboratorium. Rozpoczynam teleportację bestii.'|Nawrętny w laboratorium. Rozpoczyna się teleportacja potwora.|Intruz w laboratorium. Rozpoczęcie teleportacji bestii.
Mountain path - tell me about it.|Opowiedz mi o próbie w górach.|Szlak górski - opowiedz mi o nim.| Szlak górski - opowiedz mi o nim.|Górski szlak – opowiedz mi o nim.|Górska ścieżka - opowiedz mi o niej.
Thanks. So be it.|Dzięki, niech będzie.|Dziękuję. Niech tak będzie.| Dziękuję. Tak bądź.|Dziękuję. Niech będzie.|Dziękuję. Niech tak będzie.
Thanks. Though I'd be more than satisfied if you calmed that storm, then took this tower somewhere else.|Dzięki. Chociaż wystarczyłoby, gdybyś uspokoił sztorm i zabrał stąd wieżę.|Dzięki. Choć byłbym bardziej niż zadowolony, gdybyś uspokoił tę burzę, a następnie zabrał tę wieżę gdzie indziej.| Dziękuję. Ale byłbym bardziej niż zadowolony, gdybyś uspokoił tę burzę, a następnie zabrał tę wieżę gdzie indziej.|Dziękuję. Chociaż będę więcej niż zadowolony, gdybyś uspokoił tę burzę, a potem wyniósł tą wieżę gdzie indziej.|Dzięki. Chociaż byłbym bardziej niż zadowolony, gdybyś uspokoił tę burzę, a potem zabrał tę wieżę gdzie indziej.
Yeah, she's back. Did what she set out to do, too.|Tak, wróciła. Poza tym udało jej się osiągnąć to co zamierzała.|Tak, ona wróciła. Zrobiła też to, co zamierzała zrobić.||Och, wróciła. Zresztą zrobiła to, co chciała.|Tak, wróciła. Zrobiła to, co zamierzała.
I've the giant to defeat. Head home soon as I've done that. Gotta help Leif first.|Nie wrócę, dopóki nie pokonam giganta. Ale najpierw trzeba opatrzyć Leifa.|Mam giganta do pokonania. Wkrótce wrócę do domu, gdy to zrobię. Muszę najpierw pomóc Leifowi.| Mam pokonać olbrzyma. Po tym wracam do domu. Najpierw pomogę Leifowi.|'Mam do pokonania olbrzyma. Wróć do domu, jak tego dokonam. Najpierw muszę pomóc Leifowi.'|Muszę pokonać olbrzyma. Wracaj do domu, jak już to zrobię. Najpierw muszę pomóc Leifowi.
So so… Any way you cut it, I was bested by a wench.|Taki sobie... W końcu baba mnie pokonała...|Więc tak... W każdym razie zostałem pokonany przez dziewczynę.| Tak więc... Bez względu na sposób, w jaki to potraktujesz, pokonany zostałem przez dziewczyznę.|I tak... Bez względu jakbyśmy to zrobili - przegrałem z jakąś dziewczyną.|Cóż, cóż... Jakkolwiek na to spojrzeć, pokonała mnie lafirynda.
Raise your cups, raise your swords!|W górę miecze, w górę kielichy!|Podnieście swoje kubki, podnieście swoje miecze!| Podnieś swoje kufle, podnieś swoje miecze!|Podnieście kubki, podnieście miecze!|Podnieście swoje puchary, podnieście swoje miecze!
You won't manage. Be journeyin' to meet me ancestors soon.|Nie zdążysz. To ja zaraz dołączę do przodków.|Nie dasz rady. Niedługo będziesz się przedstawiał moim przodkom.| Wygram nie. Będziesz podróżował spotkać moich przodków wkrótce.|Nie dasz rady. Zaraz będę w drodze, żeby spotkać twych przodków.|Nie dasz rady. Wkrótce wyruszę na spotkanie z moimi przodkami.
I've heard of you. Word is you defeated Kolgrim and his men. They say the ground couldn't soak up the blood fast enough.|Słyszałam o tobie. Podobno pokonałeś Kolgrima i jego ludzi. Mówią, że krew nie nadążała wsiąkać w ziemię...|Słyszałem o tobie. Mówią, że pokonałeś Kolgrima i jego ludzi. Podobno ziemia nie mogła szybko wchłonąć krwi.| Słyszałem o Tobie. Mówi się, że pokonano Kolgrima i jego ludzi. Mówią, że ziemia nie była w stanie szybko pochłonąć krwi.|Słyszałem o Tobie. Powiadają, że pokonałeś Krolgrima i jego ludzi. Mówią, że ziemia nie była w stanie wchłonąć krwi wystarczająco szybko.|Słyszałem o tobie. Podobno pokonałeś Kolgrima i jego ludzi. Mówią, że ziemia nie mogła wchłonąć krwi wystarczająco szybko.
Don't concern yourself with him. Druids have little trust for mages, but Ermion's heart is in the right place. Am I right to assume he does not know you seek Ciri?|Nie przejmujcie się nim. Druidzi nie ufają czarodziejom, ale Myszowór ma serce po właściwej stronie. Pewnie nie wie, że szukacie Ciri, co?|"Nie przejmuj się nim. Druidzi mają niewiele zaufania do magów, ale serce Ermiona jest we właściwym miejscu. Czy mogę zakładać, że nie wie, iż poszukujesz Ciri?

""Nie martw się nim. Druidzi nie ufają zbytnio magom, lecz intencje Ermiona są szlachetne. Czy słusznie przypuszczam, że nie wie, kogo poszukujesz?""

(Note: The above translations aim at preserving the meaning of the original text both as a coherent sentence and with the context in mind, thus an explanation is provided here.)"| Nie przejmuj się nim. Druidzi mają niewiele zaufania do magów, ale serce Ermiona jest na swoim miejscu. Czy mam rację, że przypuszczam, że on nie wie, że szukasz Ciri?|Nie przejmuj się nim. Druidzi mają do magów mało zaufania, ale serce Ermiona jest w porządku. Czy słusznie zakładam, że nie wie o tym, że szukasz Cirill?'|Nie przejmuj się nim. Druidzi nie ufają magom, ale serce Ermiona jest na właściwym miejscu. Czy mam rację zakładając, że nie wie, że szukasz Ciri?
To me! Women and children! We've got to protect them!|Do mnie! Musimy osłonić kobiety i dzieci!|Do mnie! Kobiety i dzieci! Musimy ich chronić!| Przyjdźcie! Kobiety i dzieci! Musimy ich chronić!|"""Mnie! Kobiety i dzieci! Musimy ich chronić!"""|Do mnie! Kobiety i dzieci! Musimy ich chronić!
Didn't want to detract from your beauty.|Nie chciałem przyćmić twojej urody.|Nie chciałem odejmować od twojej urody.| Nie chciałem odciągnąć uwagi od Twojej urody.|Nie chciałem odejmować piękna Twojemu urodowi.|Nie chciałem umniejszać twojej urodzie.
Aye, I believe it took effort… And effort deserves compensation.|No, aleś się pofatygował... A za fatygę zapłata się należy.|Tak, sądzę, że wymagało to wysiłku... A wysiłek zasługuje na rekompensatę.| Tak, sądzę, że to wymagało wysiłku... I wysiłek zasługuje na nagrodę.|Owszem, sądzę, że zajęło to wysiłek... A za wysiłek należy się wynagrodzenie.|Tak, uważam, że to wymagało wysiłku… A wysiłek zasługuje na rekompensatę.
You're right… Till later, Geralt.|Masz rację... Na razie, Geralt.|Masz rację... Do zobaczenia, Geralt.| Masz rację… Do czasu, Geralcie.|Masz rację... Do zobaczenia potem, Geralcie.|Masz rację... Do zobaczenia, Geralt.
And now… I must ride for Geddyneith, for the jarls' council. Time to pick a king.|A teraz... Jadę pod Geddyneith na radę jarlów. Pora wskazać króla.|I teraz... muszę jechać do Geddyneith, na radę jarlów. Czas wybrać króla.| A teraz... muszę jechać do Geddyneith na radę jarlów. Czas, aby wybrać króla.|I teraz muszę ruszyć do Geddenythu, na radę jarlów. Poraszka, by obrać króla.|A teraz… Muszę jechać do Geddyneith, na radę jarlów. Czas wybrać króla.
Ye want to bargain? How would ye count it? Height in hands at the withers, or--|Targować się chcecie? I jak to liczycie? Od wysokości w kłębie, czy...|Chcecie się targować? Jak byście to liczyli? Wysokość w dłoniach na grzbietowej stronie, czy--| Chcesz handlować? Jak to liczyć? Wzrost w rękach przy kłębie, czy--|Chcesz się targować? Jak byś ją zliczył? Wysokość w dłoniach w kłębie czy...|Chcesz się targować? Jak to policzysz? Wysokość w dłoniach w kłębie, czy...
