en_text,pl_text,dialog_extracted,chrf_dialog_extracted,bleu_dialog_extracted,bertscore_dialog_extracted,comet_dialog_extracted
"She's a great lady, now, 'cause her son sails with Holger, brings back riches.","Ona teraz wielka pani, bo jej syn z Holgerem pływa i bogate łupy przywozi.","Jest teraz świetną kobietą, ponieważ jej syn pływa z Holgerem i przywozi bogactwa.",0.4366318345948055,0.04948748922524195,0.863207995891571,0.8360961675643921
Don't know. I swear on me mum!,Nie wiem. Klnę się na matkę!,Nie wiem. Przysięgam na moją mamę!,0.3790034990324864,0.09554427922043669,0.8663821816444397,0.7416303157806396
Hey…,Ejże...,Cześć...,0.18122126092028434,0.0,0.8580141663551331,0.814551055431366
Ugh!,Uch!,Uff!,0.08333333333333343,0.0,0.9289565086364746,0.9264519810676575
I knew this one was stubborn. I did not know she would hire a witcher.,"Wiedziałem, że jest uparta, ale nie miałem pojęcia, że wynajmie wiedźmina.","Wiedziałem, że ta jedna jest uparta. Nie spodziewałem się, że wynajmie czarodzieja.",0.5219745407984894,0.053863663688318665,0.8511142134666443,0.8935392498970032
"Claims in the village are that peasants, desperate of hunger, sailed to Fyke Isle to beg for food. Met their end there, it was a massacre.","We wsi mówią, że zdesperowani chłopi popłynęli na Kłomnicę prosić o jedzenie i doszło tam do jakiejś rzezi.","Według relacji we wsi chłopi, zdesperowani głodem, popłynęli na Wyspę Fyke, aby prosić o jedzenie. Spotkała ich tam śmierć; była to rzeź.",0.47940653070230294,0.029883097780540872,0.7764806747436523,0.8193995356559753
"The vision was of a house, not a royal court…","Ale twoja wizja przedstawiała dom, a nie królewski dwór...","Wizja dotyczyła domu, nie dworu królewskiego…",0.2875669845770282,0.024761510494160165,0.7575933337211609,0.9118199944496155
You'll give it to me… willingly.,Oddacie go po dobroci.,Dasz mi to... chętnie.,0.07066276803118916,0.0,0.6402892470359802,0.5757163763046265
I had hoped to have a contest between gentlemen.,Miałem nadzieję na dżentelmeńską rywalizację.,Miałem nadzieję na rywalizację między dżentelmenami.,0.7285594909501519,0.20205155046766235,0.9228715300559998,0.9611989259719849
Wanna whiff of me axe?,Chcesz powąchać mojego topora?,Chcesz powąchać moją siekierę?,0.6083551043695972,0.16990442448471224,0.9163345098495483,0.8427480459213257
"Uh, Yen, we don't have glasses. You all right drinkin' from a mug?",Yen... Nie mamy kieliszków. Możesz pić z kubka?,"Cóż, Yen, nie mamy szklanek. Czy jest ci w porządku, jeśli pijesz z kubka?",0.3267106979252334,0.03342866121562732,0.7931694984436035,0.8605154752731323
Open up! I command you to open the door!,Otwierać! Rozkazuję otworzyć drzwi!!!,Otwórz się! Rozkazuję ci otworzyć drzwi!,0.6368600453458549,0.048549177170732344,0.8981435894966125,0.9071651697158813
Sheathe your blades! Fear a doppler? 'Tis a thing most foolish.,Chować miecze! Bać się dopplera to głupota.,Schowajcie swoje miecze! Obawiać się dopplera? To bardzo głupia rzecz.,0.5249473356427129,0.025098621243978974,0.8410342335700989,0.9030278921127319
Where are they?,Gdzie się podziały?,Gdzie oni są?,0.20779216225201289,0.11362193664674995,0.8451359272003174,0.8907118439674377
"Then all a-sudden lightnin' started poundin' down, as if the Naglfar itself were sailin' in. Hasn't stopped to this day.","No i od razu zaczęło prać piorunami, jakby sam Naglfar przypłynął. Do tej pory nie przestaje.","Nagle zaczęło się błyskawicznie piorunować, jakby sam Naglfar żeglował w pobliżu. Nie ustało to do dziś.",0.37465946714225057,0.06541868941754436,0.806980550289154,0.684802234172821
"Expect me to? What, coulda dyed my hair black. The Black Wolf… How's that sound?","Myślałaś, że ufarbuję włosy na czarno? Czarny Wilk... Niezłe, co?","Spodziewasz się, że się zmienię? Co, mogłem ufarbować włosy na czarno. Czarny Wilk... Jak to brzmi?",0.47489533184291055,0.03889818545474848,0.843543529510498,0.8149744868278503
A basin of water…?,Woda w misce...,Czara wody...?,0.1604506604506605,0.0,0.7921088337898254,0.7501901388168335
The Crones sent them. To punish me.,"Wiedźmy je nasłały, za karę.",Wiedźmy ich wysłały. Żeby mnie ukarać.,0.37067000576539666,0.040824829046386304,0.8182833790779114,0.8548468947410583
"Argh, some people!",Co za ludzie!,"Ach, niektórzy ludzie!",0.47446970639397623,0.11362193664674995,0.7901977896690369,0.8507422804832458
Only that she seemed tired. Very tired. And… and her hair was wet.,"Tyle, że wyglądała na zmęczoną... Bardzo zmęczoną. I... Miała mokre włosy.","Tylko to, że wydawała się zmęczona. Bardzo zmęczona. I... i jej włosy były mokre.",0.4731258014567152,0.018798317647335087,0.8382566571235657,0.9337875247001648
Don't think you have anything to fear. Brought your new friends with you.,"Chyba nie musisz się martwić, skoro są z tobą twoi nowi przyjaciele.","Nie myśl, że masz się czego bać. Przyprowadziłeś ze sobą nowych przyjaciół.",0.2623471840180594,0.017033186037639283,0.7521132230758667,0.8940941691398621
Consider it a gesture of goodwill… almost. I'll expect you to return the favor.,Bo chcę zademonstrować dobrą wolę i liczę na wzajemność.,"Uważaj to za gest dobrej woli... prawie. Oczekuję, że odwzajemnisz przysługę.",0.23208303931643406,0.0,0.7054274678230286,0.6699463129043579
"When those sons of bitches severed heads, then catapulted 'em at us!",Kiedy te skurwysyny łby trupom użynały i nimi miotali z katapult!,"Kiedy te skurwysyny odcięły głowy, a potem wystrzeliły je w naszą stronę!",0.35896269642509315,0.08430118946484098,0.7699758410453796,0.6611409783363342
"He must be a mage, that barber. To heal your daughter in a day?",Ten cyrulik to chyba jakis czarownik... Córę ci w jeden wieczór wyleczył...,"Musi być magiem ten barber, żeby uleczyć twoją córkę w jeden dzień?",0.17934519651119288,0.03602080288207364,0.6888647079467773,0.7149931192398071
Ugh. Dandelion. Hey! Hear me?,"Jaskier, halo, słyszysz mnie?","Geralt, jestem w trakcie pisania, tworzenia. Przypadkiem, co myślisz o tym fragmencie?",0.18036360112718378,0.0,0.6413457989692688,0.5277475714683533
Bury her bones. Anabelle should be laid to rest by one who loved her. It's the only way to lift the curse that holds Fyke Isle.,"Musisz pochować jej kości. Anabelle powinien pożegnać ktoś, kto ją kochał. Tylko tak można odczynić klątwę ciążącą na Kłomnicy.","Pochowaj jej kości. Anabelle powinna spocząć w spokoju rękami kogoś, kto ją kochał. To jedyny sposób, aby zdjąć klątwę, która trzyma Fyke Isle.",0.4525106488991333,0.06893826633458067,0.8192619681358337,0.7554148435592651
Makes no difference. You'll find me.,Znajdziesz jakiś sposób.,Nie ma znaczenia. Znajdziesz mnie.,0.3868696710031974,0.05372849659117709,0.8155601620674133,0.7641786932945251
Thanks. I'd like to know who's congratulating me.,Dzięki. Od kogo te gratulacje?,"Dzięki. Chciałbym wiedzieć, kto mnie gratuluje.",0.40547999073287194,0.040824829046386304,0.727337121963501,0.8688519597053528
You daft? That was a witcher!,Coś ty ogłupiał?! To był wiedźmin!,Czy ty jesteś głupi? To był wiedźmin!,0.5527130396426642,0.17567205239427922,0.905653715133667,0.9311838150024414
Thanks!,Dzięki!,Dzięki!,1.0,0.1778279410038923,1.0,0.9944583773612976
Why? How many distressed damsels have you rescued of late? I believed I was special!,"A co, ile żeś tu dam ratował z opałów, hę? Chyba jedną!","Dlaczego? Ile zrozpaczonych dam ostatnio uratowałeś? Myślałam, że jestem wyjątkowa!",0.2389455528420311,0.01727959142950042,0.7244374752044678,0.690052330493927
Think I don't know you as the holy terror you are?,"Myślisz że nie wiem, co z ciebie za hultaj?","Myślisz, że nie wiem, jakim świętym postrachem jesteś?",0.4070909460383729,0.12131756417616475,0.8160225749015808,0.599662721157074
"Aye. You pulled me from under a pile o' stiffs. I was sure the scourge'd never touch me. So sure, so foolish…","Tak, wyciągnęliście mnie spod sterty trupów. A ja byłem wtedy taki pewny, że mnie zaraza ominie, taki pewny...","Tak. Wyciągnąłeś mnie spod sterty trupów. Byłem pewien, że plaga nigdy mnie nie dotknie. Tak pewien, tak głupi...",0.4017853669430261,0.1487964117124549,0.8366063833236694,0.7970088124275208
"What, then?",A czym?,"Co, w takim razie?",0.07246376811594213,0.0,0.6939663887023926,0.9000868201255798
"They choose the guards from among witch hunters - the worst dregs, rabid fanatics! if you only knew what they do to folk…","Dobierają strażników spośród łowców czarownic... Same najgorsze męty, cholerni fanatycy... Żebyście wiedzieli, co oni z ludźmi wyczyniali...","Wybierają strażników spośród łowców czarownic - najgorszych szumowin, rozwścieczonych fanatyków! Gdybyś tylko wiedział, co oni robią ludziom…",0.5050140915586553,0.07158561577277536,0.7900511622428894,0.8608987927436829
"Still here, witcher? Cut the beast down, have ye?","Ciągle tutaj, wiedźminie? Nie zasiekłeś jeszcze tego potwora?","Ciągle tu jesteś, wiedźminie? Udało ci się zabić bestię?",0.37127823024344164,0.028517539529041507,0.8482685089111328,0.8282151222229004
See you later.,Do zobaczenia.,Do zobaczenia później.,0.8567015268318557,0.11362193664674995,0.9175108075141907,0.9460498690605164
"Does, uh, Geralt fish?",A czy Geralt wędkuje?,"Czy, eh, Geralt wędkował?",0.5112889227524438,0.08034284189446518,0.8722126483917236,0.8839462995529175
"Geralt of Rivia at my doorstep? Surely, this is no chance encounter?",Geralt z Rivii pod moim domem? To nie może być przypadek.,Czyżby Geralt z Rivii u moich drzwi? Na pewno nie jest to przypadkowe spotkanie.,0.4087738298488926,0.07596458453655348,0.8311668634414673,0.8572161793708801
"And sometimes you're a real blowhard. But dammit… I'd go to hell and back for you. Come here, you oaf!","A ty... Jesteś bufon... Ale, kurwa... W ogień bym za tobą skoczył. Chodź no tu, bracie!","A czasami jesteś prawdziwym bufonem. Ale do diabła... Poszedłbym dla ciebie do piekła i z powrotem. Chodź tu, ty osiołku!",0.28367231995921943,0.012673718536830811,0.7751286625862122,0.7403865456581116
"We started building that home for Bernie, but ran out of coin and had to stop. Do you think the phantom's hiding in there?","Zaczęliśmy tam stawiać dom dla Berniego, ale funduszy zabrakło i budowa stanęła. Myślisz, że widziadło się tam zalęgło?","Rozpoczęliśmy budowę tego domu dla Berniego, ale skończyły nam się pieniądze i musieliśmy przerwać. Myślisz, że duch ukrywa się w środku?",0.38786274432014384,0.06183522915385178,0.8132783770561218,0.7770352959632874
"I can certainly try to help. But I'll need to clear my head first. After those deranged dreams, I feel it's full of cobwebs. Find me at the Golden Sturgeon. I rent a room there.",Spróbuję ci pomóc. Tylko najpierw muszę zmazać opary tych obłąkanych snów... Znajdziesz mnie w karczmie Złoty Jesiotr. Tam wynajmuję pokój.,"Mogę na pewno spróbować pomóc. Ale muszę najpierw oczyścić głowę. Po tych szalonych snach czuję, że jest pełna pajęczyn. Znajdź mnie w Złotym Szczupaku. Wynajmuję tam pokój.",0.3722678195126725,0.02019074850994527,0.7931846380233765,0.7760399580001831
Sure. Only diversion we get in this wasteland.,A pewnie. Tyle mam rozrywki na tym pustkowiu.,"Tak. To jedyna rozrywka, jaką mamy w tej pustyni.",0.27814621335141876,0.0,0.7509758472442627,0.8352365493774414
Oh my!,Och!,Och mój!,0.3285126288159655,0.0,0.8484352827072144,0.8218466639518738
"Ah, the portal.",Jest i portal.,"Ach, portal.",0.4604641041530799,0.09069748827745895,0.758513331413269,0.6662895083427429
"What, shithead?","Co, kurwa, no co?","Co, gówniarzu?",0.14775906458729837,0.05501080739920602,0.7588108777999878,0.7156580090522766
Begone I say!,"Odejdź, mówię!!!","Idź precz, mówię!",0.3928904428904429,0.0,0.8765738606452942,0.8778608441352844
I'll cast a spell and the rats will leave.,Rzucę zaklęcie i szczury same wyjdą.,Rzucę zaklęcie i szczury odejdą.,0.7163694032993265,0.5475182535069453,0.9402135014533997,0.9545372128486633
Why would he do that?,Dlaczego niby?,Dlaczego miałby to zrobić?,0.5267343767343767,0.08034284189446518,0.8288184404373169,0.8962869048118591
Thanks. Though showing me the way outta here'd be thanks enough.,"Dzięki. Chociaż wystarczyłoby, gdybyś pokazał mi, jak się stąd wychodzi.",Dzięki. Chociaż pokazanie mi drogi wyjścia stąd byłoby wystarczającym podziękowaniem.,0.4740708162218256,0.04939382737115371,0.7647742629051208,0.8864681124687195
You've known many?,A poznałeś ich dużo?,Czy poznałeś wiele?,0.3900950764921354,0.0814136751754278,0.8635604381561279,0.9287653565406799
Get 'im from behind.,Od pleców go zajdę.,Weź go od tyłu.,0.06483432853295874,0.08034284189446518,0.7283253073692322,0.6812924146652222
A fine kettle of fish!,A to heca!,Co za piękna historia!,0.13272735494957724,0.0,0.6714091897010803,0.6775276064872742
Are you mad? Had your fill of hemlock?,Szaleju się najadłeś?,Czyś ty oszalał? Czy już ci wystarczy cykuty?,0.12963775019668525,0.0,0.7154924869537354,0.6079421639442444
Will you run away from home with me?,"Uciekam z domu, uciekasz ze mną?",Uciekniesz ze mną z domu?,0.4095831970548547,0.05231223689135342,0.8882571458816528,0.9308650493621826
Just go.,Idźcie już.,Po prostu idź.,0.09981528843421435,0.0,0.7457008361816406,0.8813145160675049
He needs a worthy successor.,I potrzebuje godnego następcy.,Potrzebuje godnego następcy.,0.9217464007275646,0.17216896116316355,0.9551963806152344,0.9647874236106873
Thank ye! Was a hair away from givin' up my soul out of fright itself…,"Dziękuję! Mało brakowało, a z samego strachu bym ducha wyzionął...",Dzięki! Byłem o włos od oddania mojej duszy ze strachu...,0.2361888753737544,0.0,0.7462690472602844,0.7233039140701294
"Only blood can clear one of shame. Words change nothin'. Not his, not yours.","Hańbę można zmazać tylko krwią. Słowa niczego nie zmienią. Ani jego, ani twoje.","Tylko krew może oczyścić z hańby. Słowa nic nie zmieniają. Nie jego, nie twoje.",0.4162783326099226,0.020200106912694155,0.8289250135421753,0.8914470076560974
What?,Co?,Co?,0.5,0.1778279410038923,0.9999998211860657,0.9946805834770203
Temeria!,Za Temerię!,Temeria!,0.4819443752905068,0.0,0.8187553882598877,0.9125389456748962
Strange bird. Who's that?,Co to za jeden?,Dziwny ptak. Kto to jest?,0.1735863963678068,0.05372849659117709,0.7470843195915222,0.7533248662948608
"Begone, witcher. And you can keep your coin.","Odejdź stąd, wiedźminie. Możesz zatrzymać pieniądze.","Idź precz, czarodzieju. A monetę możesz sobie zatrzymać.",0.2838379903751963,0.0,0.7923107743263245,0.8191765546798706
The Wild Hunt? Are you certain? So… you've found Ciri?,Dziki Gon? Jesteś tego pewien? Czyli... Znalazłeś Ciri?,Czy na pewno jest mowa o Dzikim Gonie? Więc... odnalazłeś Ciri?,0.40891838755771515,0.018850319022747353,0.8231406211853027,0.8521935939788818
"Hear that? I'll give 'em hell, I will!",Słyszysz? Ja im dam szurać!,"Usłyszałeś? Dam im popalić, dam!",0.18221331842215008,0.05372849659117709,0.841685950756073,0.6136671900749207
And?,No i?,I?,0.043859649122807105,0.0,0.8603510856628418,0.9176040887832642
Our lads would return from the Continent with captive wenches. I took no interest in 'em. At my age one woman under me roof is too much already.,"Młodzi wrócili z Kontynentu z jakimiś brankami... Ale ja się nie interesowałem, w moim wieku i jedna baba pod dachem to już nadto.",Nasi chłopcy wracali z Kontynentu z brankami. Nie interesowało mnie to. W moim wieku jedna kobieta pod moim dachem to już za dużo.,0.5120979260684748,0.08282282660969602,0.8472928404808044,0.8432998657226562
"Silver, pearl-encrusted cutlery… Ship belonged to someone awfully wealthy.","Srebra, sztućce wysadzane perłami... Ten statek należał do kogoś majętnego.","Srebrne, perłami zdobione sztućce... Statek należał do kogoś niezwykle bogatego.",0.513311985898062,0.10445522730720382,0.8561277985572815,0.9325413703918457
