en_text|pl_text
A storm broke while they were gone. I fear it might've blown 'em onto the rocks at Faroe. Many've lost their lives there.|Niedawno był sztorm i boję się, że mogło ich znieść na skały przy Faroe. Niejeden już tak stracił życie.
I'd sail out to find them, I would, but I've got to make sure the wedding's proper prepared.|Normalnie sam bym wypłynął na poszukiwania, ale muszę dopilnować, żeby przygotowano wesele jak należy.
They say it's not fittin' for a Skelliger to ask for aid, but I've no choice - will ye help me? Will ye seek out me kin?|Powiadają, że Skelligijczykowi nie godzi się prosić o pomoc, ale nie mam wyjścia – pomożesz mi? Poszukasz moich bliskich?
Got some bad news… Sadly, Agda's dead. So are your brothers…|Mam dla ciebie złą wiadomość... Agda nie żyje, twoi bracia też.
Wh… what? How? What're you sayin'?|C... co? Jak to? Co ty mówisz?
A storm destroyed their boat - Agda was killed. Your brothers felt they'd let you down, couldn't live with the shame… They chose death.|Sztorm zniszczył ich statek. Agda zginęła, a twoi bracia nie mogli znieść myśli, że cię zawiedli. Dlatego wybrali śmierć.
Found this letter. Might help you come to terms…|Proszę. Może ten list coś ci wyjaśni...
A letter? That all that's left of 'em?!|List? To wszystko, co mi po nich zostało?
Also found your fiancé's dowry. Small comfort, but still…|Jest jeszcze posag. Marne pocieszenie, ale zawsze coś...
Thanks. Few men would be so honorable. Fare ye well.|Dzięki. Niewielu zdobyłoby się na taki gest.
Found this chest with her dowry.|Znalazłem skrzynię z posagiem.
I have nothing else.|Nic więcej nie mam.
Sorry, didn't find anything else.|Przykro mi, nie znalazłem nic więcej.
I've nothin' left in this life…|Nic mi już nie zostało...
Highlander|Człowiek ze wzgórza
That all you got?!|Na tyle cię stać?!
Ugh… blisterin' barnacles…|Uch... Szlag by to...
Hah! Bled like a stuck whale!|Ha! Jucha poszła jak spod harpuna!
Last one. Drag the corpses outside, burn 'em. Other ghouls don't scorn their cousins' corpses.|Ten był ostatni. Trzeba stąd wywlec truchła i spalić. Inne ghule nie pogardzą martwymi towarzyszami.
Aye, true.|Prawda.
It's good ye came. Seems Freya watches o'er us to 'ave led ye here. We're grateful, and will be for long.|Dobrze, żeś z nami poszedł. Freyja, widać, czuwała. Masz naszą dozgonną wdzięczność.
Ahem. Folk're generous with gratitude, not so much with coin.|Wdzięcznością wszyscy szastają, ale groszem to już nie za bardzo.
Oh, aye. Sorry, uh, afterglow o' the battle, we're still caught up. Damn, you slice 'em good! Here, for you.|A tak, racja. Wybacz, ciągle jesteśmy zaaferowani walką. Aleś je ciął, ha, ha! Proszę, to dla ciebie.
Thanks. Farewell.|Dzięki. Bywajcie.
Ah, it's you. First outlander to seek a place in the Heroes' Pursuits. Will ye ride here, too? There's room for ye if ye want.|Pierwszy obcy, który chce się ścigać w Wyścigach Śmiałków. Tu też pojedziesz? Bo miejsce się znajdzie.
If your arse is a tough as your talk, who knows…|Jeśli nie tylko w gębie jesteś mocny, ale i w siodle... Kto wie.
Listen up, folks! Race is about to start! Runnin' for the glory o' the Great Mum are Speedy Osvald, Lonelyboy Svan and Geralt of Rivia!|Ludzie, nadstawcie ucha! Wyścig zaraz się zacznie! Ku chwale Wielkiej Matki pojadą Szybki Osvald, Svan Samotnik i Geralt z Rivii!
Yeah, yeah, I'll ride. Might even win.|Pojadę, pojadę. Może nawet wygram.
I'll ride.|Pojadę.
Maybe some other time… So long.|Może innym razem... Bywaj.
Maybe some other time.|Może innym razem.
Geralt… Will ye join the race? Others're waitin' already.|Geralt... Pojedziesz w wyścigu? Inni śmiałkowie już czekają.
Did I kill Steingrim in 201?|[DEBUG] Did I kill Steingrim in 201?
[DEBUG] No|[DEBUG] No
Did I help Crach kill the Ice Giant (complete q202)?|[DEBUG] Am I mentioned in the song about the Ice Giant?
[DEBUG] Enough!|[DEBUG] Enough!
[DEBUG] Enough!|[DEBUG] Enough!
[DEBUG] No|[DEBUG] No
[DEBUG] Yes|[DEBUG] Yes
[DEBUG] Yes|[DEBUG] Yes
Greetings.|Witaj.
What d'ye want?|Czego chcesz?
Someone's in a good mood…|Ktoś tu jest w wesołym nastroju...
What mood would you be in if you'd lost your son…? So, I'm askin' - what d'ye want?|Ciekawe, w jakim ty byś był nastroju, jakbyś syna stracił... Czego chcesz, pytam?
Wouldn't mind a look at your stock.|Chcę obejrzeć twoje towary.
So be it…|Niech będzie...
What do you offer?|Pokaż mi swoje towary.
Like you to craft something for me…|Chciałbym, żebyś coś dla mnie zrobił...
Fine, show me… It's easier somehow when I've work to do…|No, pokaż, o co chodzi... Jak mam robotę... Jakoś łatwiej jest.
Need something crafted.|Chcę, żebyś coś dla mnie zrobił.
How about a few rounds of cards? Gwent, specifically.|Chciałbym zagrać z tobą w karty. Konkretnie w gwinta.
Let's play cards.|Zagrajmy w karty.
Take care now.|Bywaj.
Mhm.|Mhm.
Farewell.|Bywaj.
What happened to your son?|Co się stało twojemu synowi?
Your son - what happened to him?|Co się stało twojemu synowi?
Drowned… Finback tipped the boat he was on. Were his first journey into northern waters…|Utonął... Płetwal wywrócił łódź, na której płynął. To była jego pierwsza wyprawa na północne wody...
Sorry to hear it.|Przykro mi.
Sea swallowed his body… I'll not bury him, he'll not feast with his ancestors.|Morze nie wyrzuciło ciała... Nie pochowam go. Nie zasiądzie do uczty z przodkami.
Eh? What is it?|No? Czego?
Got a diagram. Willing to craft something?|Wykonasz coś dla mnie?
Willing to craft something?|Chciałbym, żebyś coś dla mnie wykonał.
Maybe we could play gwent.|A może zagramy w gwinta?
So long.|Bywaj.
Farewell.|Bywaj.
Show me what you have on offer.|Pokaż mi swoje towary.
Lemme have a look.|Zobaczymy.
Greetings. If you're in need of a weapon, I'd be glad to forge somethin' for you.|Witaj. Jeśli potrzebujesz broni, chętnie coś dla ciebie wykonam.
You all quiver in your breeches as if Ragh nar Roog were upon us. 'Tain't but a tower!|Trzęsiecie portkami, jakby Ragh nar Roog nadchodził, a to tylko wieża!
We should assemble all warriors and go for glory, I tell ye.|Trzeba zebrać wojów i po chwałę, mówię wam.
And disappear like the others? Not a chance. The tower's cursed! It's brought the gods' wrath upon us!|I przepaść, jak tamci? O, mowy nie ma. Ta wieża jest przeklęta! Gniew bogów ściągnęła!
Cursed, magic, what-fuckin'-ever. We need someone to rid us of it, plain and simple.|Przeklęta czy magiczna, trzeba nam kogoś, kto się jej pozbędzie.
Look, a witcher. Oi! Witcher!|Patrzcie, wiedźmin. Wiedźminie!
Nothin' quite like a witcher.|Wiedźmin to jednak wiedźmin.
Ugh, my arm's sore from all this choppin'… How's it there's so many drowners here?|Uch, aż ręka boli od rąbania... Skąd tu tych utopców tyle?
They say Sprightly Holm sank a longship full of slaves here. Near a hundred men.|Mówią, że Holm Kulawy zatopił tu kiedyś drakkar pełen niewolników. Prawie setka ludzi.
One was sick. The pox, most like. Infected the others, so they weren't fit for sale. You understand.|Jeden z nich był chory. Ospa chyba. Zaraził resztę, nie nadawali się na sprzedaż. Sam rozumiesz.
Well, now they're back with a vengeance, the bastards.|No i wychodzą się mścić, sukinsyny.
Hold me back, 'cause I can't bear it no more!|Trzymaj mnie, bo nie zdzierżę!
What is it?|Co jest?
Those an Craite whoresons're spreadin' rumors! About some gray git from the Continent crackin' Lugos' skull!|Te sukinsyny an Craite rozsiewają plotki, że Lugosowi obił gębę jakiś siwy chłystek z kontynentu!
Calm down, it's piss in the wind, and it'll soon fly back in their faces.|Spokojnie, kto sieje wiatr, zbiera burzę.
Remember when the roofs o' Kaer Trolde burned? Now that was pretty.|A pamiętasz, jak się dachy Kaer Trolde ładnie paliły?
Don't sell herbs.|Nie handluję ziołami.
That's too bad. Unusual biotope here. Never seen most of these plants. Bet they have amazing properties, too.|Szkoda. Jest tu unikalny biotop i wielu z tych roślin nigdy wcześniej nie widziałem. A założę się, że mają niezwykłe właściwości.
You know plants?|Znasz się na roślinach?
I do.|Znam się.
That grass with the wide blades…?|Tamta trawa z szerokim liściem?
Hinny sorrel - breaks fevers.|Ośli szczaw, spędza gorączkę...
And that-there thistly one?|A tamta, podobna do ostu?
Umm… thistle?|Hm... Oset.
Well done. You can look over me stash.|Dobrze. Możesz się tu rozejrzeć.
Trade's good and all, but I'm hankering to play some cards. Gwent, specifically.|Handel handlem, a ja mam ochotę zagrać w karty. Powiedzmy w gwinta.
Gwent - let's play.|Zagrajmy w gwinta.
So long.|Bywaj.
Farewell.|Bywaj.
Lemme have a look.|Pokaż mi swoje towary.
Show me what you got.|Pokaż mi swoje towary.
Ah! There he is! My keeper, my savior! I'm with my kin again, thanks all to you.|Dziękuję za ratunek! Dzięki tobie mogłem wrócić do mojej rodziny.
You're back? Good.|Wróciłeś? Dobrze.
How could he. Three sons I gave him. All healthy lads.|Jak on mógł. Trzech synów mu urodziłam. Zdrowych synów.
Pull yourself together. You'll not be the first woman to share her man with a captive.|Weź się w garść. Nie ty pierwsza będziesz dzielić męża z branką.
I'll throw myself in the sea first.|Prędzej skoczę w morze.
Ule… What're you sayin'?!|Ule... Co ty mówisz!
The truth. I may be a woman, but I've got me honor!|Prawdę. Jestem kobietą, ale mam swój honor!
Quickly! Follow me! We must neutralize the Mask, mute its power!|Szybko! Za mną! Musimy zneutralizować działanie Maski!
He fled…|Uciekł...
Get back to the castle. I'll try to track him down.|Wracaj do zamku. Spróbuję go wytropić.
I'll wait by the stables.|Będę czekać przy stajniach.
Blood and mardroeme. The taste of human flesh and a substance that triggers visions. That well could've caused the rage, maybe even the transformation.|Krew i mardroeme. Smak ludzkiego ciała i grzyby, które zsyłają wizje... To rzeczywiście mogło wywołać szał. Może nawet przemianę?
Maybe. Hard to believe someone spiked the mead here in the hall, though, in front of all those witnesses.|Może. Ale ciężko mi uwierzyć żeby ktoś zaprawił miód tu, na sali. Przy tylu świadkach.
You're right. I helped prepare for the feast… I'd 'ave noticed.|Masz rację... Pomagałam w przygotowaniach do uczty, zauważyłabym...
It might've happened before they brought the drink upstairs. In the cellars, maybe?|Może to się stało, zanim wytoczono trunki na górę? Jeszcze w piwnicach?
C'mon. We could find some clues there.|Chodź. Może znajdziemy tam jakieś ślady.
Mardroeme. Never heard of it.|Mardroeme? Nigdy nie spotkałem się z tą nazwą.
You've another name for it on the Continent. Psilocybe, I believe?|Na kontynencie mówi się na nie inaczej... Łysiczki, zdaje się.
All right. Peasants eat it to soothe pain.|Kojarzę. Chłopi jedzą je, żeby uśmierzyć ból.
Udalryk tried it, too… but only a few times. In larger doses, the mushroom causes visions, nightmares.|Udalryk też ich próbował... Ale tylko parę razy. Bo w dużych ilościach te grzyby wywołują wizje. Koszmary.
Yes, the last thing Udalryk needed more of. Thanks for your help.|No, tak... Ostatnie, czego Udalrykowi było trzeba. Dzięki za pomoc.
Mardroeme? Never heard of it.|Mardroeme? Pierwsze słyszę.
Cerys wasn't lying. You know your fungi.|Cerys nie kłamała. Znasz się na ziołach.
I do. Especially those which affect the mind, soothe it, summon waking dreams.|Tak. Zwłaszcza tych, którymi można wpłynąć na umysł. Uspokoić. Wywołać sen bez snów.
Udalryk suffered for years. I tried to help him in various ways. Initially with prayer, then with poppy milk.|Udalryk cierpiał długie lata. Próbowałem mu pomóc na różne sposoby. Wpierw modlitwą... A potem sokiem z maku.
But he's done with that now, right?|Ale teraz chyba już z tym skończył?
It's not that simple… But we'll wean him off it yet.|To nie takie proste... Ale odzwyczaja się.
Cerys wasn't lying… you know plants.|Cerys nie kłamała... Znasz się na ziołach.
Mardroeme have anything to do with berserkers?|Czy te grzyby mają coś wspólnego z berserkami?
Mardroeme related in any way to berserkers?|Czy te grzyby mają coś wspólnego z berserkami?
Aye… But only in the tales told to children as they're put to sleep on cold winter nights.|Tak... Ale tylko w opowieściach, którymi usypia się dzieci w zimowe noce.
Warriors who ate mardroeme were said to transform into beasts when consumed by battle rage. But as I said, it's only…|Wojownicy, którzy jedli mardroeme, mieli w przypływie bitewnego szału zmieniać się w zwierzęta. Ale jak mówię, to...
Only a legend, I know. Still, I find it easier to believe than some story about bears appearing out of nowhere.|Jedynie legendy, wiem. Ale łatwiej mi w nie wierzyć niż w to, że niedźwiedzie pojawiły się znikąd.
Freya, our mother, may the sea swallow the traitors. Freya, our lady…|Freyjo, nasza matko, spraw, by morze pochłonęło zdrajców. Freyjo, nasza pani...
Mind if I interrupt?|Mogę przeszkodzić w modłach?
Already have. What is it?|Już to zrobiłeś. O co chodzi?
Someone spiked one of the mead barrels. With blood and something else, an herb or a mushroom. Cerys said--|Do jednej z beczek miodu dodano krwi i czegoś jeszcze, jakichś ziół albo grzybów. Cerys mówiła...
Give me the horn.|Daj mi ten róg.
I know the smell. A mushroom - mardroeme.|Znam ten zapach. Mardroeme.
You fight good… For a Continental.|Dobrze bijesz... Jak na kogoś z kontynentu.
Go. 'Fore I squeeze you 'tween me fingers like a tick.|Idź. Zanim zgniotę cię między palcami jak wszę.
You've not spent much time in the saddle, have ye? Your legs're too straight.|Dużo czasu w siodle chyba nie spędziłeś, co? Nogi masz za proste.
You lost. What's there to say?|Przegrałeś. Co tu więcej gadać?
I've raced since I was a lad… But I've never seen nothin' like that. Sure showed us.|Ścigam się od małego... Ale czegoś takiego jeszcze nie widziałem. Pokazałeś nam.
Ghoul|Ghul
Freya Priestess|Kapłanka Freyji
*Sigh* Eh, I want to know already what it is we'll face…|Eh, chciałbym już wiedzieć, z kim przyjdzie nam się zmierzyć...
Erynias? Trolls? Some other beasts?|Erynie? Trolle? Czy jakie inne bestie?
If it's Hemdall's will that we be warriors, we'll pass the trials.|Zechce nas Hemdall widzieć jako wojowników, to przejdziemy próby.
And oblivion to those who prove unworthy.|Niepamięć tym, którzy nie będą godni.
Loot's grand! Enough to drink and plough the whole winter away at taverns.|Ładny łup. Starczy na długą zimę w gospodach.
We'd do better to stay here, wait things out.|Lepiej się tu przyczaić i zaczekać.
Wha? 'Ere? It's damp… and dark…|Tutaj? Mokro tu i ciemno...
Which is why no one'll come crashin' in on us.|Dlatego nikt nie zwali nam się na głowę.
