default,no_details,translation_extraction_llm,translation_extraction_brackets,chrf_default,bleu_default,bertscore_default,chrf_translation_extraction_llm,bleu_translation_extraction_llm,bertscore_translation_extraction_llm,chrf_translation_extraction_brackets,bleu_translation_extraction_brackets,bertscore_translation_extraction_brackets
"Tłumaczenie na język polski:

""Może głupszy. Synku... gdyby Naglfar wylądował tutaj, byłbyś już martwy i zgniły.""

To tłumaczenie oddaje sens oryginalnego zdania, uwzględniając kontekst i styl wypowiedzi. Warto zauważyć, że użycie słowa ""może głupszy"" (oryginalnie ""Stupider, maybe"") jest nieco potoczne i może być interpretowane jako lekceważące lub protekcjonalne wobec osoby, do której się mówi.","Może głupszy. Sonny... gdyby Naglfar wylądował tutaj, byłbyś już martwy i zgniły.","Może głupszy. Synku... gdyby Naglfar wylądował tutaj, byłbyś już martwy i zgniły.","Głupszy może. Synu... gdyby Naglfar tu wylądował, byłbyś martwy i zgniły już teraz.",0.6516017788216393,0.1256188067555812,0.7288987040519714,0.9077630395968374,0.7691605673134586,0.9657993912696838,0.606923261113797,0.051424016050282635,0.9160807728767395
"Tłumaczenie na polski: ""Chodź ze mną?""

To zdanie jest często używane w języku angielskim jako zaproszenie lub propozycja wspólnego wyjścia, pójścia gdzieś razem. W języku polskim można je przetłumaczyć dosłownie jako ""Chodź ze mną?"" lub bardziej swobodnie jako ""Pójdziesz ze mną?"". Zależy to od kontekstu i relacji między rozmówcami.",Idziesz ze mną?,Chodź ze mną? lub Pójdziesz ze mną?,Idziesz ze mną?,0.2504489012782157,0.0037447837904003834,0.6216195225715637,0.7806896413409993,0.06985342056580097,0.8350362777709961,1.0,0.5623413251903491,1.0
"Tłumaczenie tego zdania na język polski brzmi:

""A ten - tamten kolczasty?""

To zdanie wydaje się być pytaniem o coś, co jest opisane jako ""kolczaste"" lub ""tamto"". Może to być odniesienie do jakiegoś przedmiotu, rośliny lub nawet osoby. Kontekst całej wypowiedzi mógłby pomóc lepiej zrozumieć, o czym dokładnie mowa.",A ten kolczasty?,A ten - tamten kolczasty?,A co z tym kolczastym jednym?,0.3022508314302513,0.0037447837904003834,0.6253097653388977,0.9087004425288439,0.12574334296829354,0.925464391708374,0.5662948162948163,0.040824829046386304,0.847786545753479
"Tłumaczenie tego zdania na język polski brzmi:

""Nie grało się zbyt dobrze.""

To zdanie może być używane w różnych kontekstach, na przykład:

- W sporcie: ""Nie grało się zbyt dobrze podczas meczu.""
- W grach komputerowych: ""Nie grało się zbyt dobrze w tej rundzie.""
- W muzyce: ""Nie grało się zbyt dobrze na próbie przed koncertem.""

Warto zauważyć, że to zdanie jest w formie przeszłej i odnosi się do sytuacji, która miała miejsce w przeszłości. Może być używane jako ogólne stwierdzenie lub jako część dłuższej wypowiedzi wyjaśniającej, dlaczego coś nie poszło tak dobrze, jak mogło.",Nie zagrałem/a dobrze.,Nie grało się zbyt dobrze.,Nie grałem/nie grałaś za dobrze.,0.13239241997064247,0.0,0.596839964389801,0.39375219510417664,0.06389431042462725,0.7869816422462463,0.6077762470594972,0.06389431042462725,0.8551288843154907
"Tłumaczenie na polski:

""Uparty gicie, jesteś... Czego chcesz się dowiedzieć?""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, zachowując jego potoczny i nieformalny charakter.","Uparty gicie, jesteś... Czego chcesz się dowiedzieć?","Uparty gicie, jesteś... Czego chcesz się dowiedzieć?",Uparta bestio jesteś... Czego chcesz się dowiedzieć?,0.776577776786736,0.1410002457876886,0.7568352818489075,1.0,1.0,0.9999999403953552,0.7869725478723234,0.6147881529512643,0.919334888458252
"Po tobie, potem.

To tłumaczenie dosłowne zdania ""After you, then."" w języku angielskim na język polski. Zdanie to może być używane w różnych kontekstach, na przykład jako wyrażenie zgody lub prośba o pozwolenie na coś po tym, jak ktoś inny skończy swoją czynność.","Po tobie, potem.","Po tobie, potem.","Po tobie, tak?",0.3553256205843008,0.021215213862864474,0.6459270715713501,1.0,0.5623413251903491,1.0,0.4865931347488069,0.24028114141347542,0.7928680777549744
"Uderzamy w Nilfgaard!

To zdanie jest wezwaniem do walki przeciwko Nilfgaardowi, fikcyjnemu imperium z serii książek ""Wiedźmin"" autorstwa Andrzeja Sapkowskiego. W kontekście tych opowieści, Nilfgaard jest przedstawiany jako potężne i agresywne państwo, które stanowi główne zagrożenie dla innych krain.",Uderzamy w Nilfgaard!,Uderzamy w Nilfgaard!,Uderzamy w Nilfgaard!,0.40237965613930843,0.023480087201163912,0.6795351505279541,1.0,0.5623413251903491,1.0,1.0,0.5623413251903491,1.0
"Tłumaczenie tego zdania na język polski brzmi:

""Jesteśmy gotowi zrobić wszystko dla Ciri.""

To zdanie wyraża determinację i chęć pomocy wobec osoby o imieniu Ciri, sugerując, że mówiący jest skłonny podjąć się różnych działań lub poświęceń, aby wspierać tę osobę.",Jesteśmy gotowi zrobić wszystko dla Ciri.,Jesteśmy gotowi zrobić wszystko dla Ciri.,Jesteśmy gotowi zrobić dla niej wszystko.,0.6413782827275404,0.05751423275890559,0.7415189146995544,1.0,1.0,1.0000001192092896,0.7207121020451192,0.21711852081087685,0.9315544962882996
"Tłumaczenie tego zdania na język polski brzmi:

""Nic takiego. Zauważyłem po prostu, że... często masz to samo zdanie.""

To zdanie w języku angielskim można rozłożyć na kilka elementów:

1. ""Nothin'"" - oznacza ""nic takiego"" lub ""nie ma sprawy"".
2. ""I've just noticed that..."" - oznacza ""właśnie zauważyłem, że...""
3. ""you're often of one mind"" - oznacza ""często masz to samo zdanie"", co sugeruje, że osoba mówiąca zwróciła uwagę na to, że druga osoba rzadko zmienia swoje opinie lub poglądy.

Całe zdanie wyraża obserwację dotyczącą spójności poglądów drugiej osoby i jest formą delikatnego komentarza na ten temat.","Nic. Zauważyłem tylko, że... często jesteś tej samej myśli.","Nic takiego. Zauważyłem po prostu, że... często masz to samo zdanie.","Nic. Zauważyłem po prostu, że... często masz jedno zdanie.",0.28213269743283864,0.004404320385780667,0.6363269686698914,0.4418273483290973,0.04411629359322707,0.8284095525741577,0.474628512819853,0.07171781507224269,0.8626366853713989
"Tłumaczenie na język polski:

""Każdy mężczyzna, który odważy się wspiąć i rozpalić ogień, zyskuje przychylność bogów, sławę i...""

To zdanie jest niekompletne, ponieważ brakuje ostatniego elementu, który prawdopodobnie został pominięty w oryginalnym tekście. Możliwe, że chodziło o ""sławę i uznanie"", ale bez pełnego kontekstu trudno jest dokładnie określić, co autor miał na myśli.","Każdy mężczyzna, który odważy się wspiąć na nie i rozpalić ogień, zyskuje przychylność bogów, sławę i --","Każdy mężczyzna, który odważy się wspiąć i rozpalić ogień, zyskuje przychylność bogów, sławę i...

(Brakuje ostatniego elementu, który prawdopodobnie został pominięty w oryginalnym tekście.)","Każdy mężczyzna, który odważy się wejść na nie i rozpalić ogień, zdobywa przychylność bogów, sławę i...",0.7163393705467643,0.1758480148176843,0.7464667558670044,0.8299289846755977,0.4335347193582402,0.8663861751556396,0.8059735059880057,0.5047325154308108,0.9271798133850098
"Oto tłumaczenie na język polski:

Powiedziałem mu, powiedziałem! Synku, nic dobrego z tego nie wyniknie, zostań ze swoim ojcem. Czas na przygody przyjdzie później!","Powiedziałem mu, powiedziałem! Synu, nic dobrego z tego nie wyniknie, zostań ze swoim ojcem. Czas na przygody przyjdzie później!","Synku, nic dobrego z tego nie wyniknie, zostań ze swoim ojcem. Czas na przygody przyjdzie później!","Powiedziałem mu, powiedziałem! Synku, nic dobrego z tego nie wyniknie, zostań ze swoim tatą. Czas na przygody przyjdzie później!",0.9508358441385748,0.6599790945055583,0.9154942631721497,0.7392684783228348,0.7714985257158095,0.9181796312332153,0.9064482578528367,0.6888365053466561,0.9810659885406494
"Tłumaczenie na język polski: ""Niezainteresowany"" (dla mężczyzn) lub ""Niezainteresowana"" (dla kobiet).

Warto zauważyć, że w języku polskim nie ma jednego uniwersalnego słowa, które mogłoby być użyte bez względu na płeć osoby wyrażającej brak zainteresowania. Dlatego też należy dostosować formę gramatyczną do płci osoby, którą chcemy opisać.",Niezainteresowany.,Niezainteresowany (dla mężczyzn) lub Niezainteresowana (dla kobiet).,Niezainteresowany/a,0.337474491081722,0.0,0.6552995443344116,0.7340592489501111,0.0,0.7783838510513306,0.9286241200708694,0.0,0.8273613452911377
"Oto tłumaczenie zdania ""You know our customs well"" na język polski:

""Dobrze znasz nasze zwyczaje.""

To tłumaczenie zachowuje sens oryginalnego zdania, wyrażając wiedzę i znajomość zwyczajów danej osoby lub grupy przez mówiącego.",Znasz nasze zwyczaje dobrze.,Dobrze znasz nasze zwyczaje.,Znasz nasze zwyczaje dobrze.,0.4423900389806874,0.005834347180338519,0.6538851857185364,0.7619246815985945,0.08034284189446518,0.803273618221283,1.0,1.0,1.0000001192092896
"Tłumaczenie na język polski:

Czym?

To pytanie jest używane, gdy chcemy dowiedzieć się, jakim narzędziem, przedmiotem lub sposobem coś zostało wykonane. Na przykład: ""Czym to zrobiłeś?"" lub ""Czym oni to naprawili?"".",Czym?,"Tłumaczenie na język polski:

Czym?

To pytanie jest używane, gdy chcemy dowiedzieć się, jakim narzędziem, przedmiotem lub sposobem coś zostało wykonane. Na przykład: Czym to zrobiłeś? lub Czym oni to naprawili?.",Z czym?,0.11632370808492036,0.006032401726201458,0.5894933342933655,0.11853805898048668,0.006032401726201458,0.5917723178863525,0.4395621348460706,0.0,0.7459548115730286
"Tłumaczenie na język polski:

""Czy masz ochotę na rundę gwenta?""

To zdanie jest propozycją zagrania w grę karcianą o nazwie ""Gwent"". Jest to popularna gra oparta na uniwersum Wiedźmina, stworzona przez CD Projekt Red. Gwent to dynamiczna i strategiczna gra, która cieszy się dużą popularnością wśród fanów serii Wiedźmin.",Masz ochotę na rundkę gwinta?,Czy masz ochotę na rundę gwenta?,Masz ochotę na partyjkę gwinta?,0.33205418483806964,0.007919253535534795,0.6638243198394775,0.6578830045726997,0.08633400213704504,0.8858504891395569,0.7109430754980491,0.28574404296988,0.9343221187591553
Mogę po prostu zarżnąć cię jak świnię... ale pozwolę ci umrzeć z honorem. Bron się!,Mógłbym po prostu zarżnąć cię jak świnię... ale pozwolę ci umrzeć z honorem. Broń się!,Mogę po prostu zarżnąć cię jak świnię... ale pozwolę ci umrzeć z honorem. Bron się!,Mógłbym cię po prostu zamordować jak świnię... ale pozwolę ci umrzeć z honorem. Bron się!,0.8590493111436636,0.7916963878457504,0.964124321937561,0.8590493111436636,0.7916963878457504,0.964124321937561,0.780723862487307,0.5555238068023582,0.9565547704696655
"To zdanie w języku polskim brzmi:

O czym to jest?

To pytanie zachęca do wyjaśnienia tematu lub przedstawienia kontekstu danej sytuacji. Może być używane, gdy ktoś chce dowiedzieć się więcej o czymś, co zostało wspomniane lub pokazane.",O czym to jest?,"To zdanie w języku polskim brzmi:

O czym to jest?

To pytanie zachęca do wyjaśnienia tematu lub przedstawienia kontekstu danej sytuacji. Może być używane, gdy ktoś chce dowiedzieć się więcej o czymś, co zostało wspomniane lub pokazane.",O czym to jest?,0.33561752837300945,0.06237923061531353,0.6638692617416382,0.33561752837300945,0.06237923061531353,0.6638692617416382,1.0,1.0,1.0
"Tłumaczenie na polski:

""Może warto zrobić wyjątek tym razem. Nie codziennie masz okazję pracować z najbardziej znanym łowcą nagród na północ od Yarugi - samym Djenge Frettem.""

To tłumaczenie oddaje sens oryginalnego zdania, dostosowując je do polskiego kontekstu kulturowego i językowego.",Może warto zrobić wyjątek tym razem. Nie codziennie masz okazję pracować z najbardziej znanym łowcą nagród na północ od Yarugi - samym Djenge Frettem.,Może warto zrobić wyjątek tym razem. Nie codziennie masz okazję pracować z najbardziej znanym łowcą nagród na północ od Yarugi - samym Djenge Frettem.,Może się opłacać zrobić wyjątek tym razem. Nie codziennie masz okazję pracować z najsłynniejszym łowcą nagród na północ od Yarugi - samym Djenge Frette.,0.9114063553653584,0.5184219486010112,0.8166975378990173,1.0,1.0,1.0,0.8239616997665499,0.7140573910176907,0.9437592625617981
"Tłumaczenie na polski:

""Król z łaski głosów nie jest władcą, lecz dłużnikiem. To musi się skończyć. Musimy zacząć od osadzenia na tronie pierworodnego syna Brana. Mam nadzieję, że jarlowie to zrozumieją.""

To tłumaczenie oddaje sens oryginalnego zdania, uwzględniając kontekst i styl wypowiedzi. Warto zauważyć, że w języku polskim użyto bardziej formalnego tonu niż w oryginalnym tekście angielskim, co może wynikać z różnic kulturowych lub stylistycznych między tymi dwoma językami.","Król dzięki łasce głosów nie jest władcą, lecz dłużnikiem. To musi się skończyć. Musimy zacząć od umieszczenia pierworodnego syna Brana na tronie. Mam nadzieję, że jarle dostrzegą mądrość tego posunięcia.","Król z łaski głosów nie jest władcą, lecz dłużnikiem. To musi się skończyć. Musimy zacząć od osadzenia na tronie pierworodnego syna Brana. Mam nadzieję, że jarlowie to zrozumieją.","Król wybrany głosami nie jest władcą, lecz dłużnikiem. To musi się skończyć. Musimy zacząć od umieszczenia pierworodnego syna Brana na tronie. Mam nadzieję, że jarlowie dostrzegą mądrość tego posunięcia.",0.6392651150836567,0.20149410330169962,0.7453178763389587,0.6913559105742833,0.4843907071013,0.9294052124023438,0.8866239720605694,0.777086855316637,0.965499222278595
"To zdanie po polsku brzmi: ""Czy to jest tajne przejście?""",To jest tajne przejście?,Czy to jest tajne przejście?,To jest tajne przejście?,0.8387006871407346,0.04939382737115371,0.801135778427124,0.9302721421777064,0.26591479484724945,0.9526179432868958,1.0,1.0,0.9999998807907104
"Tłumaczenie tego wyrażenia na język polski to:

""Przeklęta dziewucha.""

To jest dość dosłowne tłumaczenie, ale oddaje znaczenie i ton oryginalnego angielskiego zwrotu. Warto zauważyć, że jest to wyrażenie potoczne lub nawet wulgarne, używane w sytuacjach, gdy ktoś chce wyrazić frustrację lub niezadowolenie z czyjegoś zachowania lub postaci.",Przeklęta dziewucha.,Przeklęta dziewucha.,Przeklęta dziewczyno.,0.37405594734451925,0.0,0.6828785538673401,1.0,0.316227766016838,0.9999999403953552,0.7069103511460838,0.1495348781221221,0.8561432957649231
"Tłumaczenie tego zdania na język polski brzmi:

""Mamo, co gotujesz?""

To popularne amerykańskie wyrażenie używane w kontekście pytań o to, co ktoś aktualnie przygotowuje do jedzenia. W języku polskim jest ono bardzo podobne i ma ten sam cel - zapytać o potrawę, którą ktoś akurat gotuje lub przygotowuje.","Mamo, co gotujesz?","Mamo, co gotujesz?","Mamo, co gotujesz?",0.35962522785192874,0.0038253628844009133,0.6761763691902161,1.0,0.5623413251903491,1.0,1.0,0.5623413251903491,1.0
"Tłumaczenie tego wyrażenia na język polski to: ""Pługiem ryby!"".

To jest dosłowne tłumaczenie, ale warto zauważyć, że w języku angielskim ""ploughing"" (pługowanie) i ""fish-bitches"" (ryby-suki) nie mają bezpośredniego związku. Może to być żartobliwe lub ironiczne wyrażenie używane w kontekście humorystycznym lub jako część gry słów. W języku polskim nie ma dokładnego odpowiednika tego wyrażenia, ponieważ oba elementy są dość abstrakcyjne i nie mają oczywistego zastosowania razem.",Orzę rybne suki!,Pługiem ryby!,Pługi rybackie!,0.07787180879023761,0.0,0.5717214345932007,0.12470702325390982,0.0,0.7902892827987671,0.14758852258852265,0.0,0.7978361248970032
Chciałem pomóc Udalrykowi...,Chciałem pomóc Udalrykowi...,Chciałem pomóc Udalrykowi...,Chciałem pomóc Udalrykowi...,1.0,0.5623413251903491,1.0,1.0,0.5623413251903491,1.0,1.0,0.5623413251903491,1.0
"Tłumaczenie tego zdania na język polski brzmi:

""Robi się jaśniej.""

To wyrażenie jest używane w kontekście, gdy pogoda zaczyna się poprawiać po okresie zachmurzenia lub deszczu, i słońce zaczyna przebijać się przez chmury. Może być również używane metaforycznie, aby opisać sytuację, która staje się bardziej przejrzysta lub zrozumiała.",Rozpogadza się.,Robi się jaśniej.,Rozpogadza się.,0.11052005451363574,0.0,0.6104329228401184,0.13468436039936332,0.0,0.7329122424125671,1.0,0.316227766016838,1.0
"Tłumaczenie tego zdania na język polski brzmi:

""Wiesz, że nie mam takiego rodzaju monety. Chyba że ci chłopcy byli znacznie lżejsi niż wyglądali.""

To zdanie wydaje się pochodzić z kontekstu, w którym ktoś próbuje użyć monety do czegoś, co jest dla niej za ciężkie lub nieodpowiednie. Druga część zdania sugeruje, że osoba mówiąca może mieć wątpliwości co do rzeczywistej wagi lub rozmiaru wspomnianych chłopców.","Wiesz, że nie mam takiego rodzaju monety. Chyba że ci chłopcy byli znacznie lżejsi niż wyglądali.","Wiesz, że nie mam takiego rodzaju monety. Chyba że ci chłopcy byli znacznie lżejsi niż wyglądali.","Wiesz, nie mam takich pieniędzy. Chyba że ci chłopcy byli znacznie lżejsi, niż wyglądali.",0.749228134093655,0.19922820304012806,0.7571564316749573,1.0,1.0,1.0,0.7120441527916487,0.3838968902739765,0.9353118538856506
